,pi_q,pi_e,hiato,de,pi_star_usd,pi_agr_usd,pi_met_usd,de_fim,pi_star_usd_fim,ipca_12m,rr_2a,rr_10a,g_rr,g_rr_fim,selic,selic_fim,pi_e_2a,pi_bcb,pi_is_q,pi_ia_q,pi_ii_q,pi_im_q,wq_is,wq_ia,wq_ii,wq_im,meta_12m,meta_24m,completo
2004Q4,2.0027801095999775,6.092,0.5,-6.800233822978052,3.7027153531505874,1.562313267332982,8.067424362706355,-7.411335403883479,3.1310217869074286,7.6,,,,,16.967391304347824,17.75,5.104264202600959,5.5,1.5374838080000064,-0.14236347200000665,2.053872229400011,3.683044303999994,0.2597997793993382,0.17621352864058593,0.24971874915624745,0.3142679428038284,4.583333333333334,4.5,True
2005Q1,1.7905798742000156,5.562295081967213,0.48,-4.157490354837712,3.353654072786494,4.120411236148325,7.219887788890311,0.4435597243396594,5.595307240325997,7.54,,,,,18.466666666666665,19.25,4.9385105642889995,4.9,2.821995533600008,1.1329765630999855,1.0734454799999904,1.9694695264000028,0.26175421473735583,0.17539747380757859,0.24864625406123783,0.31420205739382784,4.5,4.5,True
2005Q2,1.3439901473999871,5.324126984126984,0.13,-7.382557336530981,-0.6226979416541489,0.11407279080248856,-6.915823478679517,-12.606871125996367,-5.443055644480932,7.27,,,,,19.563186813186814,19.75,4.8140217072455265,4.7,1.1745528695000118,0.6215361799999819,2.0931633999999866,1.2306214399999904,0.2597604159270707,0.17481997193952295,0.24693519789836427,0.318484414235042,4.5,4.5,True
2005Q3,0.7718964875000012,4.9103076923076925,-0.22,-5.633693524363215,1.0141920086438994,-0.556382670756328,-4.8979007946202024,-5.608783026970466,5.841242211959585,6.04,,,,,19.706521739130434,19.5,4.663536671405255,,1.4468497159999982,-2.6277816300000034,0.4306062808000277,2.469925323199984,0.262989737010263,0.1688018311981688,0.246990753009247,0.3212176787823212,4.5,4.5,True
2005Q4,1.668819850000025,4.610645161290323,-0.34,-3.976637028000074,9.27514811685377,9.864664922785593,9.453928698036052,5.195233376595043,9.882635430689568,5.69,,,,,18.804347826086957,18.0,4.510308891391226,4.7,1.1844803749999633,1.5164381168000007,0.7516288064000065,3.0167181224000084,0.2634627365372635,0.1673018326981673,0.2456127543872456,0.3236226763773236,4.5,4.5,True
2006Q1,1.4367294016999876,4.472380952380952,-0.33,-2.4570452682741384,5.410543452755068,8.74700509108095,13.169459283042872,-7.461748275516844,-0.3506139329288338,5.32,10.17561362467742,8.160058846935485,2.0155547777419347,1.8176786000000007,17.208333333333332,16.5,4.499365513944569,4.9,2.498176825200016,-1.1259585447999987,1.717643989999984,1.6892525647999923,0.26581386069702484,0.16420014940104583,0.24626072382506678,0.32372526607686253,4.5,4.5,True
2006Q2,0.09955855899996813,4.209016393442623,-0.28,-0.43405334174739796,0.8122567532828917,-1.3542638864924683,11.46667846422078,-0.3735563640206663,1.5829889018119658,4.03,10.429958997540982,9.016056319672131,1.413902677868851,1.0104528199999994,15.733516483516484,15.25,4.4997419239012135,5.2,0.9529409304000147,-1.642172322399993,-0.94818989440002,1.0530254579999898,0.26647926647926645,0.16118116118116116,0.24522924522924522,0.3271103271103271,4.5,4.5,True
2006Q3,0.4505991994999903,4.395625,-0.13,-0.7800362592819021,-0.2863094095314267,-0.06755344216493597,0.18233056601033582,0.4563797249416357,-1.382487581509917,3.7,9.7860777609375,8.91662822625,0.8694495346875009,0.9502835100000002,14.684782608695652,14.25,4.472266320157426,,0.9731343635000167,0.08991792799999399,-0.07017589079999498,0.5205607822000191,0.31993163986327977,0.13332826665653333,0.2522585045170091,0.29448158896317794,4.5,4.5,True
2006Q4,1.1240999104000116,4.106721311475409,0.04,-0.8739142255998256,2.5890268885495615,1.1167937388137261,12.23634415808208,-1.678996818490952,7.102718877487746,3.14,8.72909206881356,8.25312448,0.4759675888135604,0.2528241299999996,13.673913043478262,13.25,4.2464376521807425,5.0,1.053515763200008,2.5987457528000135,0.6712866511999982,0.950996000000015,0.3204210774735352,0.135444187334876,0.2512024927850433,0.29293224240654553,4.5,4.5,True
2007Q1,1.2551991632000048,3.8985483870967745,0.31,-2.0385714412411438,2.148391308248776,2.7277699983117465,3.7672487310709712,-4.183591653512919,0.8175445015242033,2.96,7.906372208852459,7.572487623114754,0.33388458573770485,0.56212003,13.0,12.75,4.009600251705637,4.7,2.1127845320000116,3.14181431399998,0.039147495999980464,0.601143680400007,0.32233325633279436,0.13638795471568302,0.24872674108718765,0.29255204786433503,4.5,4.5,True
2007Q2,0.8121859599999892,3.4998387096774195,0.58,-6.197717792846813,0.9648465238307757,-3.6099312470002864,8.40023151533451,-6.248574592309741,0.7007220263101743,3.69,7.1454038493442615,6.352551895901639,0.7928519534426224,0.4392727599999997,12.423076923076923,12.0,3.999222251661478,4.6,0.9630562129999909,0.9662021503999974,0.7214856534000003,0.6909943175000155,0.32264990384913467,0.13645822812405312,0.24825623430610877,0.2926356337207035,4.5,4.5,True
2007Q3,0.8924080304000048,3.67125,0.89,-3.2899322266116804,2.732161565748914,4.457877372635277,-0.42473030672942613,-4.638158337995635,4.227628382753501,4.15,6.9020571890476194,6.817007446507937,0.08504974253968278,0.1445064899999995,11.529891304347826,11.25,4.003182216803559,,1.0432862339999849,4.077327711699996,0.21988872280001015,-0.1402238943999934,0.32299435401129195,0.1418267163465673,0.24598150803698393,0.28919742160515677,4.5,4.5,True
2007Q4,1.4261804360000019,3.955483870967742,1.23,-7.106181792123001,7.00763438521621,7.138696570160263,-0.85929168706258,-3.7453826488256237,5.60862639300117,4.46,7.221529403728813,7.137258464915255,0.08427093881355852,0.17381256,11.25,11.25,4.015441368042217,4.6,1.537691656699991,3.6713365071999737,1.103797040400023,0.49068823400000294,0.32389961949809754,0.14274071370356853,0.2458072290361452,0.2875524377621888,4.5,4.5,True
2008Q1,1.5176027007999915,4.285245901639344,1.46,-2.7378455248134093,12.077836215444648,12.99729375476959,5.229377938874968,-1.2612370345533752,16.051842870557653,4.73,7.571701374333333,7.250501759666666,0.3211996146666669,0.7478032699999995,11.25,11.25,4.1774273179160915,4.9,2.285096643200002,3.2609416832000138,0.42024458839997614,0.7716109399999782,0.3259203036812147,0.14699658798635193,0.24314797259189036,0.28393513574054297,4.5,4.5,True
2008Q2,2.094293153000004,4.664354838709677,1.69,-4.825572103725529,8.696395122897904,4.470059046179475,2.6907820838932395,-9.417309855192718,7.6501255913407284,6.06,8.37702722580645,7.187716069193549,1.1893111566129022,1.5011515899999992,11.804945054945055,12.25,4.45369322823519,4.7,1.8410277247999929,6.3155066623999945,1.648894835600001,0.6312928580000099,0.32516532516532515,0.15116315116315115,0.24229824229824232,0.2813732813732814,4.5,4.5,True
2008Q3,1.0735938583999793,5.278636363636363,1.54,0.6868121494519097,-5.1690912742458295,-1.380265812331416,-11.131848484727591,18.44237491813205,-15.78805538253727,6.25,9.104522398615385,7.502294273538462,1.6022281250769232,1.3862303800000007,12.97554347826087,13.75,4.6813880073839,4.7,1.8614223935000007,-0.6378458752000049,1.0833145920000176,1.1237185700000207,0.32561667438332564,0.1528968471031529,0.24082475917524082,0.2806617193382807,4.5,4.5,True
2008Q4,1.0938925359999851,5.256461538461538,-0.44,31.138511835912375,-32.64665680816235,-27.043638266001313,-44.78673902526733,19.951603499644722,-32.81365565942789,5.9,9.440142338225806,8.761723346451612,0.6784189917741941,0.4240708300000007,13.75,13.75,4.565052071815935,4.5,1.4974021992000042,1.455771737600009,0.8016177038000061,0.7116512527999941,0.327065,0.152002,0.241482,0.279451,4.5,4.5,True
2009Q1,1.2347052800000036,4.593114754098361,-1.87,1.5126867380345743,-8.124632308156698,-1.7700146723565346,-10.917887084056321,-0.9371978661638636,-3.6328083922589016,5.61,6.960002137704918,7.232237163606557,-0.2722350259016393,-0.5481362899999995,12.65,11.25,4.5,4.6,2.5761170247999843,0.7501178285000298,-0.12101946879999881,1.1735449400000153,0.33196100823395064,0.15100709395743628,0.23760757435455387,0.2794243234540593,4.5,4.5,True
