"Data","Último","Abertura","Máxima","Mínima","Var%"
"07.07.2010","137,64","137,64","137,64","137,64","0,24%"
"06.07.2010","137,31","137,31","137,31","137,31","-2,09%"
"05.07.2010","140,24","140,24","140,24","140,24","-0,41%"
"02.07.2010","140,82","140,82","140,82","140,82","-2,20%"
"01.07.2010","143,99","143,99","143,99","143,99","4,98%"
"30.06.2010","137,16","137,16","137,16","137,16","-0,97%"
"29.06.2010","138,50","138,50","138,50","138,50","7,50%"
"28.06.2010","128,84","128,84","128,84","128,84","-2,65%"
"25.06.2010","132,35","132,35","132,35","132,35","-1,49%"
"24.06.2010","134,35","134,35","134,35","134,35","4,13%"
"23.06.2010","129,02","129,02","129,02","129,02","0,51%"
"22.06.2010","128,36","128,36","128,36","128,36","5,18%"
"21.06.2010","122,04","122,04","122,04","122,04","-4,18%"
"18.06.2010","127,37","127,37","127,37","127,37","-4,27%"
"17.06.2010","133,05","133,05","133,05","133,05","-2,21%"
"16.06.2010","136,05","136,05","136,05","136,05","1,24%"
"15.06.2010","134,39","134,39","134,39","134,39","-0,98%"
"14.06.2010","135,72","135,72","135,72","135,72","-3,45%"
"11.06.2010","140,57","140,57","140,57","140,57","-0,23%"
"10.06.2010","140,90","140,90","140,90","140,90","-2,65%"
"09.06.2010","144,74","144,74","144,74","144,74","-5,47%"
"08.06.2010","153,12","153,12","153,12","153,12","4,08%"
"07.06.2010","147,12","147,12","147,12","147,12","2,78%"
"04.06.2010","143,14","143,14","143,14","143,14","5,65%"
"03.06.2010","135,49","135,49","135,49","135,49","-0,25%"
"02.06.2010","135,83","135,83","135,83","135,83","-0,98%"
"01.06.2010","137,17","137,17","137,17","137,17","0,64%"
"31.05.2010","136,30","136,30","136,30","136,30","0,07%"
"28.05.2010","136,20","136,20","136,20","136,20","1,49%"
"27.05.2010","134,20","134,20","134,20","134,20","-4,96%"
"26.05.2010","141,21","141,21","141,21","141,21","-9,80%"
"25.05.2010","156,55","156,55","156,55","156,55","6,34%"
"24.05.2010","147,23","147,23","147,23","147,23","-0,46%"
"21.05.2010","147,91","147,91","147,91","147,91","-3,56%"
"20.05.2010","153,37","153,37","153,37","153,37","4,87%"
"19.05.2010","146,25","146,25","146,25","146,25","8,39%"
"18.05.2010","134,93","134,93","134,93","134,93","0,75%"
"17.05.2010","133,93","133,93","133,93","133,93","2,01%"
"14.05.2010","131,29","131,29","131,29","131,29","11,32%"
"13.05.2010","117,94","117,94","117,94","117,94","-0,30%"
"12.05.2010","118,30","118,30","118,30","118,30","-5,85%"
"11.05.2010","125,65","125,65","125,65","125,65","-3,34%"
"10.05.2010","129,99","129,99","129,99","129,99","-16,68%"
"07.05.2010","156,01","156,01","156,01","156,01","9,08%"
"06.05.2010","143,02","143,02","143,02","143,02","5,66%"
"05.05.2010","135,35","135,35","135,35","135,35","5,18%"
"04.05.2010","128,69","128,69","128,69","128,69","6,33%"
"03.05.2010","121,03","121,03","121,03","121,03","-2,17%"
"30.04.2010","123,72","123,72","123,72","123,72","3,05%"
"29.04.2010","120,06","120,06","120,06","120,06","-2,71%"
"28.04.2010","123,40","123,40","123,40","123,40","0,54%"
"27.04.2010","122,74","122,74","122,74","122,74","4,99%"
"26.04.2010","116,91","116,91","116,91","116,91","0,22%"
"23.04.2010","116,65","116,65","116,65","116,65","2,08%"
"22.04.2010","114,27","114,27","114,27","114,27","1,96%"
"21.04.2010","112,08","112,08","112,08","112,08","0,44%"
"20.04.2010","111,58","111,58","111,58","111,58","-3,05%"
"19.04.2010","115,09","115,09","115,09","115,09","-0,02%"
"16.04.2010","115,12","115,12","115,12","115,12","3,13%"
"15.04.2010","111,63","111,63","111,63","111,63","-3,88%"
"14.04.2010","116,14","116,14","116,14","116,14","-4,22%"
"13.04.2010","121,25","121,25","121,25","121,25","-0,67%"
"12.04.2010","122,06","122,06","122,06","122,06","-2,40%"
"09.04.2010","125,06","125,06","125,06","125,06","0,00%"
"08.04.2010","125,06","125,06","125,06","125,06","0,81%"
"07.04.2010","124,06","124,06","124,06","124,06","3,33%"
"06.04.2010","120,06","120,06","120,06","120,06","0,42%"
"05.04.2010","119,56","119,56","119,56","119,56","-5,20%"
"02.04.2010","126,13","126,13","126,13","126,13","0,45%"
"01.04.2010","125,56","125,56","125,56","125,56","-4,56%"
"31.03.2010","131,56","131,56","131,56","131,56","0,38%"
"30.03.2010","131,06","131,06","131,06","131,06","-0,76%"
"29.03.2010","132,06","132,06","132,06","132,06","3,94%"
"26.03.2010","127,06","127,06","127,06","127,06","1,19%"
"25.03.2010","125,56","125,56","125,56","125,56","0,00%"
"24.03.2010","125,56","125,56","125,56","125,56","0,80%"
"23.03.2010","124,56","124,56","124,56","124,56","-0,40%"
"22.03.2010","125,06","125,06","125,06","125,06","5,04%"
"19.03.2010","119,06","119,06","119,06","119,06","3,48%"
"18.03.2010","115,06","115,06","115,06","115,06","0,88%"
"17.03.2010","114,06","114,06","114,06","114,06","-2,14%"
"16.03.2010","116,56","116,56","116,56","116,56","-2,10%"
"15.03.2010","119,06","119,06","119,06","119,06","3,03%"
"12.03.2010","115,56","115,56","115,56","115,56","0,43%"
"11.03.2010","115,06","115,06","115,06","115,06","-0,43%"
"10.03.2010","115,56","115,56","115,56","115,56","-0,43%"
"09.03.2010","116,06","116,06","116,06","116,06","-0,85%"
"08.03.2010","117,06","117,06","117,06","117,06","-4,49%"
"05.03.2010","122,56","122,56","122,56","122,56","-2,00%"
"04.03.2010","125,06","125,06","125,06","125,06","-1,19%"
"03.03.2010","126,56","126,56","126,56","126,56","0,40%"
"02.03.2010","126,06","126,06","126,06","126,06","-1,56%"
"01.03.2010","128,06","128,06","128,06","128,06","-0,77%"
"26.02.2010","129,06","129,06","129,06","129,06","-5,19%"
"25.02.2010","136,13","136,13","136,13","136,13","2,30%"
"24.02.2010","133,06","133,06","133,06","133,06","0,00%"
"23.02.2010","133,06","133,06","133,06","133,06","2,70%"
"22.02.2010","129,56","129,56","129,56","129,56","-1,52%"
"19.02.2010","131,56","131,56","131,56","131,56","-4,05%"
"18.02.2010","137,12","137,12","137,12","137,12","0,78%"
"17.02.2010","136,06","136,06","136,06","136,06","-0,73%"
"16.02.2010","137,06","137,06","137,06","137,06","-1,48%"
"15.02.2010","139,13","139,13","139,13","139,13","-0,67%"
"12.02.2010","140,06","140,06","140,06","140,06","0,72%"
"11.02.2010","139,06","139,06","139,06","139,06","-5,76%"
"10.02.2010","147,56","147,56","147,56","147,56","-1,67%"
"09.02.2010","150,06","150,06","150,06","150,06","-1,64%"
"08.02.2010","152,56","152,56","152,56","152,56","2,01%"
"05.02.2010","149,56","149,56","149,56","149,56","2,05%"
"04.02.2010","146,56","146,56","146,56","146,56","6,16%"
"03.02.2010","138,06","138,06","138,06","138,06","0,68%"
"02.02.2010","137,13","137,13","137,13","137,13","-2,45%"
"01.02.2010","140,56","140,56","140,56","140,56","-2,09%"
"29.01.2010","143,56","143,56","143,56","143,56","0,00%"
"28.01.2010","143,56","143,56","143,56","143,56","3,61%"
"27.01.2010","138,56","138,56","138,56","138,56","0,73%"
"26.01.2010","137,56","137,56","137,56","137,56","2,61%"
"25.01.2010","134,06","134,06","134,06","134,06","-1,11%"
"22.01.2010","135,56","135,56","135,56","135,56","2,26%"
"21.01.2010","132,56","132,56","132,56","132,56","2,32%"
"20.01.2010","129,56","129,56","129,56","129,56","2,78%"
"19.01.2010","126,06","126,06","126,06","126,06","-2,37%"
"18.01.2010","129,12","129,12","129,12","129,12","0,05%"
"15.01.2010","129,06","129,06","129,06","129,06","3,61%"
"14.01.2010","124,56","124,56","124,56","124,56","2,89%"
"13.01.2010","121,06","121,06","121,06","121,06","2,98%"
"12.01.2010","117,56","117,56","117,56","117,56","2,62%"
"11.01.2010","114,56","114,56","114,56","114,56","-1,29%"
"08.01.2010","116,06","116,06","116,06","116,06","-0,85%"
"07.01.2010","117,06","117,06","117,06","117,06","1,30%"
"06.01.2010","115,56","115,56","115,56","115,56","-0,43%"
"05.01.2010","116,06","116,06","116,06","116,06","-0,43%"
"04.01.2010","116,56","116,56","116,56","116,56","-4,51%"
"30.12.2009","122,06","122,06","122,06","122,06","0,83%"
"29.12.2009","121,06","121,06","121,06","121,06","-1,43%"
"28.12.2009","122,82","122,82","122,82","122,82","0,75%"
"23.12.2009","121,91","121,91","121,91","121,91","0,41%"
"22.12.2009","121,41","121,41","121,41","121,41","-2,02%"
"21.12.2009","123,91","123,91","123,91","123,91","-3,11%"
"18.12.2009","127,89","127,89","127,89","127,89","1,16%"
"17.12.2009","126,42","126,42","126,42","126,42","6,31%"
"16.12.2009","118,92","118,92","118,92","118,92","-0,42%"
"15.12.2009","119,42","119,42","119,42","119,42","-2,05%"
"14.12.2009","121,92","121,92","121,92","121,92","-2,01%"
"11.12.2009","124,42","124,42","124,42","124,42","-0,80%"
"10.12.2009","125,42","125,42","125,42","125,42","0,40%"
"09.12.2009","124,92","124,92","124,92","124,92","0,00%"
"08.12.2009","124,92","124,92","124,92","124,92","1,63%"
"07.12.2009","122,92","122,92","122,92","122,92","0,00%"
"04.12.2009","122,92","122,92","122,92","122,92","-0,81%"
"03.12.2009","123,92","123,92","123,92","123,92","2,48%"
"02.12.2009","120,92","120,92","120,92","120,92","-0,41%"
"01.12.2009","121,42","121,42","121,42","121,42","-6,18%"
"30.11.2009","129,42","129,42","129,42","129,42","0,39%"
"27.11.2009","128,92","128,92","128,92","128,92","8,48%"
"26.11.2009","118,84","118,84","118,84","118,84","-0,49%"
"25.11.2009","119,42","119,42","119,42","119,42","-0,42%"
"24.11.2009","119,92","119,92","119,92","119,92","1,27%"
"23.11.2009","118,42","118,42","118,42","118,42","-2,47%"
"20.11.2009","121,42","121,42","121,42","121,42","-2,02%"
"19.11.2009","123,92","123,92","123,92","123,92","3,77%"
"18.11.2009","119,42","119,42","119,42","119,42","-1,65%"
"17.11.2009","121,42","121,42","121,42","121,42","2,53%"
"16.11.2009","118,42","118,42","118,42","118,42","-4,05%"
"13.11.2009","123,42","123,42","123,42","123,42","0,82%"
"12.11.2009","122,42","122,42","122,42","122,42","2,08%"
"11.11.2009","119,92","119,92","119,92","119,92","0,00%"
"10.11.2009","119,92","119,92","119,92","119,92","-3,17%"
"09.11.2009","123,84","123,84","123,84","123,84","-7,47%"
"06.11.2009","133,84","133,84","133,84","133,84","-1,17%"
"05.11.2009","135,42","135,42","135,42","135,42","-0,73%"
"04.11.2009","136,42","136,42","136,42","136,42","-2,50%"
"03.11.2009","139,92","139,92","139,92","139,92","3,32%"
"02.11.2009","135,42","135,42","135,42","135,42","-1,81%"
"30.10.2009","137,92","137,92","137,92","137,92","3,37%"
"29.10.2009","133,42","133,42","133,42","133,42","-6,97%"
"28.10.2009","143,42","143,42","143,42","143,42","3,24%"
"27.10.2009","138,92","138,92","138,92","138,92","4,06%"
"26.10.2009","133,50","133,50","133,50","133,50","4,76%"
"23.10.2009","127,44","127,44","127,44","127,44","2,42%"
"22.10.2009","124,43","124,43","124,43","124,43","2,07%"
"21.10.2009","121,91","121,91","121,91","121,91","2,97%"
"20.10.2009","118,39","118,39","118,39","118,39","4,89%"
"19.10.2009","112,87","112,87","112,87","112,87","-3,38%"
"16.10.2009","116,82","116,82","116,82","116,82","3,11%"
"15.10.2009","113,30","113,30","113,30","113,30","3,64%"
"14.10.2009","109,32","109,32","109,32","109,32","-3,47%"
"13.10.2009","113,25","113,25","113,25","113,25","1,64%"
"12.10.2009","111,42","111,42","111,42","111,42","-1,14%"
"09.10.2009","112,71","112,71","112,71","112,71","-1,28%"
"08.10.2009","114,17","114,17","114,17","114,17","-3,14%"
"07.10.2009","117,87","117,87","117,87","117,87","3,97%"
"06.10.2009","113,37","113,37","113,37","113,37","-5,20%"
"05.10.2009","119,59","119,59","119,59","119,59","-8,82%"
"02.10.2009","131,16","131,16","131,16","131,16","1,97%"
"01.10.2009","128,63","128,63","128,63","128,63","3,22%"
"30.09.2009","124,62","124,62","124,62","124,62","-2,11%"
"29.09.2009","127,31","127,31","127,31","127,31","-1,63%"
"28.09.2009","129,42","129,42","129,42","129,42","-1,11%"
"25.09.2009","130,87","130,87","130,87","130,87","6,26%"
"24.09.2009","123,16","123,16","123,16","123,16","2,81%"
"23.09.2009","119,79","119,79","119,79","119,79","0,44%"
"22.09.2009","119,26","119,26","119,26","119,26","-1,62%"
"21.09.2009","121,22","121,22","121,22","121,22","5,24%"
"18.09.2009","115,18","115,18","115,18","115,18","-0,43%"
"17.09.2009","115,68","115,68","115,68","115,68","3,58%"
"16.09.2009","111,68","111,68","111,68","111,68","-5,10%"
"15.09.2009","117,68","117,68","117,68","117,68","-4,08%"
"14.09.2009","122,68","122,68","122,68","122,68","-0,81%"
"11.09.2009","123,68","123,68","123,68","123,68","-0,80%"
"10.09.2009","124,68","124,68","124,68","124,68","1,63%"
"09.09.2009","122,68","122,68","122,68","122,68","0,82%"
"08.09.2009","121,68","121,68","121,68","121,68","-7,37%"
"07.09.2009","131,36","131,36","131,36","131,36","0,14%"
"04.09.2009","131,18","131,18","131,18","131,18","-2,96%"
"03.09.2009","135,18","135,18","135,18","135,18","-4,25%"
"02.09.2009","141,18","141,18","141,18","141,18","-1,40%"
"01.09.2009","143,18","143,18","143,18","143,18","3,99%"
"31.08.2009","137,68","137,68","137,68","137,68","4,96%"
"28.08.2009","131,18","131,18","131,18","131,18","-0,38%"
"27.08.2009","131,68","131,68","131,68","131,68","1,15%"
"26.08.2009","130,18","130,18","130,18","130,18","6,55%"
"25.08.2009","122,18","122,18","122,18","122,18","0,00%"
"24.08.2009","122,18","122,18","122,18","122,18","-0,96%"
"21.08.2009","123,36","123,36","123,36","123,36","-6,09%"
"20.08.2009","131,36","131,36","131,36","131,36","-4,24%"
"19.08.2009","137,18","137,18","137,18","137,18","3,78%"
"18.08.2009","132,18","132,18","132,18","132,18","-4,34%"
"17.08.2009","138,18","138,18","138,18","138,18","2,03%"
"14.08.2009","135,43","135,43","135,43","135,43","5,04%"
"13.08.2009","128,93","128,93","128,93","128,93","-1,72%"
"12.08.2009","131,18","131,18","131,18","131,18","-1,32%"
"11.08.2009","132,93","132,93","132,93","132,93","12,72%"
"10.08.2009","117,93","117,93","117,93","117,93","1,73%"
"07.08.2009","115,93","115,93","115,93","115,93","-2,73%"
"06.08.2009","119,18","119,18","119,18","119,18","1,27%"
"05.08.2009","117,68","117,68","117,68","117,68","2,39%"
"04.08.2009","114,93","114,93","114,93","114,93","-2,96%"
"03.08.2009","118,43","118,43","118,43","118,43","-10,74%"
"31.07.2009","132,68","132,68","132,68","132,68","-1,12%"
"30.07.2009","134,18","134,18","134,18","134,18","-6,08%"
"29.07.2009","142,86","142,86","142,86","142,86","0,18%"
"28.07.2009","142,61","142,61","142,61","142,61","1,78%"
"27.07.2009","140,11","140,11","140,11","140,11","-4,11%"
"24.07.2009","146,11","146,11","146,11","146,11","-1,09%"
"23.07.2009","147,72","147,72","147,72","147,72","-6,93%"
"22.07.2009","158,72","158,72","158,72","158,72","-3,58%"
"21.07.2009","164,61","164,61","164,61","164,61","-7,04%"
"20.07.2009","177,07","177,07","177,07","177,07","-2,10%"
"17.07.2009","180,86","180,86","180,86","180,86","0,25%"
"16.07.2009","180,40","180,40","180,40","180,40","0,09%"
"15.07.2009","180,24","180,24","180,24","180,24","-2,70%"
"14.07.2009","185,24","185,24","185,24","185,24","-2,63%"
"13.07.2009","190,24","190,24","190,24","190,24","-3,22%"
"10.07.2009","196,57","196,57","196,57","196,57","2,79%"
"09.07.2009","191,24","191,24","191,24","191,24","-1,37%"
"08.07.2009","193,90","193,90","193,90","193,90","3,10%"
"07.07.2009","188,07","188,07","188,07","188,07","1,90%"
"06.07.2009","184,57","184,57","184,57","184,57","-1,23%"
"03.07.2009","186,86","186,86","186,86","186,86","0,00%"
"02.07.2009","186,86","186,86","186,86","186,86","4,16%"
"01.07.2009","179,40","179,40","179,40","179,40","-1,29%"
"30.06.2009","181,74","181,74","181,74","181,74","1,21%"
"29.06.2009","179,57","179,57","179,57","179,57","-3,58%"
"26.06.2009","186,24","186,24","186,24","186,24","-1,41%"
"25.06.2009","188,90","188,90","188,90","188,90","-1,91%"
"24.06.2009","192,57","192,57","192,57","192,57","-5,71%"
"23.06.2009","204,24","204,24","204,24","204,24","0,25%"
"22.06.2009","203,74","203,74","203,74","203,74","5,37%"
"19.06.2009","193,36","193,36","193,36","193,36","0,41%"
"18.06.2009","192,57","192,57","192,57","192,57","-0,94%"
"17.06.2009","194,40","194,40","194,40","194,40","3,27%"
"16.06.2009","188,24","188,24","188,24","188,24","2,08%"
"15.06.2009","184,40","184,40","184,40","184,40","2,88%"
"12.06.2009","179,24","179,24","179,24","179,24","-0,37%"
"11.06.2009","179,90","179,90","179,90","179,90","-0,92%"
"10.06.2009","181,57","181,57","181,57","181,57","-0,46%"
"09.06.2009","182,40","182,40","182,40","182,40","-1,18%"
"08.06.2009","184,57","184,57","184,57","184,57","1,84%"
"05.06.2009","181,24","181,24","181,24","181,24","-1,98%"
"04.06.2009","184,90","184,90","184,90","184,90","-1,84%"
"03.06.2009","188,37","188,37","188,37","188,37","2,73%"
"02.06.2009","183,37","183,37","183,37","183,37","0,36%"
"01.06.2009","182,71","182,71","182,71","182,71","-5,02%"
"29.05.2009","192,37","192,37","192,37","192,37","-1,71%"
"28.05.2009","195,71","195,71","195,71","195,71","-0,84%"
"27.05.2009","197,37","197,37","197,37","197,37","-1,66%"
"26.05.2009","200,71","200,71","200,71","200,71","-3,30%"
"25.05.2009","207,56","207,56","207,56","207,56","0,25%"
"22.05.2009","207,04","207,04","207,04","207,04","1,47%"
"21.05.2009","204,04","204,04","204,04","204,04","4,60%"
"20.05.2009","195,06","195,06","195,06","195,06","-5,79%"
"19.05.2009","207,04","207,04","207,04","207,04","-3,27%"
"18.05.2009","214,04","214,04","214,04","214,04","-5,17%"
"15.05.2009","225,71","225,71","225,71","225,71","-2,62%"
"14.05.2009","231,78","231,78","231,78","231,78","-0,34%"
"13.05.2009","232,56","232,56","232,56","232,56","1,99%"
"12.05.2009","228,03","228,03","228,03","228,03","0,43%"
"11.05.2009","227,06","227,06","227,06","227,06","4,02%"
"08.05.2009","218,28","218,28","218,28","218,28","-6,94%"
"07.05.2009","234,56","234,56","234,56","234,56","-1,66%"
"06.05.2009","238,53","238,53","238,53","238,53","-7,11%"
"05.05.2009","256,78","256,78","256,78","256,78","-5,17%"
"04.05.2009","270,78","270,78","270,78","270,78","-1,28%"
"01.05.2009","274,28","274,28","274,28","274,28","0,18%"
"30.04.2009","273,78","273,78","273,78","273,78","-1,89%"
"29.04.2009","279,04","279,04","279,04","279,04","-4,12%"
"28.04.2009","291,04","291,04","291,04","291,04","0,26%"
"27.04.2009","290,28","290,28","290,28","290,28","2,83%"
"24.04.2009","282,28","282,28","282,28","282,28","-3,42%"
"23.04.2009","292,28","292,28","292,28","292,28","-0,94%"
"22.04.2009","295,04","295,04","295,04","295,04","-0,75%"
"21.04.2009","297,28","297,28","297,28","297,28","1,36%"
"20.04.2009","293,28","293,28","293,28","293,28","6,93%"
"17.04.2009","274,28","274,28","274,28","274,28","0,09%"
"16.04.2009","274,03","274,03","274,03","274,03","0,27%"
"15.04.2009","273,28","273,28","273,28","273,28","1,30%"
"14.04.2009","269,78","269,78","269,78","269,78","-1,01%"
"13.04.2009","272,53","272,53","272,53","272,53","0,54%"
"10.04.2009","271,06","271,06","271,06","271,06","-4,23%"
"09.04.2009","283,03","283,03","283,03","283,03","-2,25%"
"08.04.2009","289,53","289,53","289,53","289,53","-2,28%"
"07.04.2009","296,28","296,28","296,28","296,28","2,86%"
"06.04.2009","288,03","288,03","288,03","288,03","0,70%"
"03.04.2009","286,03","286,03","286,03","286,03","-6,31%"
"02.04.2009","305,28","305,28","305,28","305,28","-4,01%"
"01.04.2009","318,04","318,04","318,04","318,04","-2,82%"
"31.03.2009","327,28","327,28","327,28","327,28","-1,80%"
"30.03.2009","333,28","333,28","333,28","333,28","2,96%"
