"Data","Último","Abertura","Máxima","Mínima","Var%"
"18.03.2026","134,86","134,86","139,20","134,86","-1,09%"
"17.03.2026","136,35","136,35","136,35","135,19","-2,14%"
"16.03.2026","139,33","139,33","139,33","139,00","0,83%"
"13.03.2026","138,19","138,19","141,16","138,19","3,74%"
"12.03.2026","133,21","133,21","135,21","133,21","2,96%"
"11.03.2026","129,39","129,39","129,89","129,39","-1,00%"
"10.03.2026","130,69","130,69","130,69","128,39","-3,92%"
"09.03.2026","136,02","136,02","136,02","134,02","0,84%"
"06.03.2026","134,88","134,88","135,85","134,88","5,47%"
"05.03.2026","127,89","127,89","129,22","127,89","-0,11%"
"04.03.2026","128,03","128,03","128,03","126,56","-4,96%"
"03.03.2026","134,71","134,71","134,71","130,03","2,80%"
"02.03.2026","131,04","131,04","131,04","130,06","0,38%"
"27.02.2026","130,55","130,55","131,69","130,55","1,03%"
"26.02.2026","129,22","129,22","129,87","129,22","1,17%"
"25.02.2026","127,72","127,72","127,89","127,72","0,00%"
"24.02.2026","127,72","127,72","127,72","127,72","-0,13%"
"23.02.2026","127,88","127,88","127,88","127,87","-1,02%"
"20.02.2026","129,20","129,20","129,20","127,89","-0,39%"
"19.02.2026","129,71","129,71","130,20","129,71","0,39%"
"18.02.2026","129,21","129,21","129,21","128,72","0,12%"
"17.02.2026","129,05","129,05","129,05","129,04","1,43%"
"16.02.2026","127,22","127,22","128,05","127,22","-1,28%"
"13.02.2026","128,87","128,87","128,87","127,21","-0,52%"
"12.02.2026","129,54","129,54","132,52","129,54","0,64%"
"11.02.2026","128,71","128,71","129,22","128,71","0,65%"
"10.02.2026","127,89","127,89","128,37","127,89","1,58%"
"09.02.2026","125,89","125,89","126,72","125,89","-0,91%"
"06.02.2026","127,04","127,04","127,04","125,90","-1,17%"
"05.02.2026","128,55","128,55","129,02","128,55","0,78%"
"04.02.2026","127,55","127,55","128,05","127,55","0,27%"
"03.02.2026","127,21","127,21","127,72","127,21","-0,91%"
"02.02.2026","128,38","128,38","128,38","127,39","-0,51%"
