"Data","Último","Abertura","Máxima","Mínima","Var%"
"10.08.2015","313,28","327,90","327,90","313,28","-4,46%"
"07.08.2015","327,90","325,76","327,90","325,76","0,67%"
"06.08.2015","325,73","301,31","325,73","301,31","8,10%"
"05.08.2015","301,32","299,43","301,32","299,43","0,68%"
"04.08.2015","299,29","297,20","299,29","297,20","0,94%"
"03.08.2015","296,49","282,26","296,49","282,26","2,64%"
"31.07.2015","288,87","282,26","288,87","282,26","2,33%"
"30.07.2015","282,28","277,76","282,28","277,76","2,25%"
"29.07.2015","276,08","285,35","285,35","276,08","-4,23%"
"28.07.2015","288,27","295,35","295,35","288,27","-2,40%"
"27.07.2015","295,36","293,30","295,36","293,30","0,72%"
"24.07.2015","293,25","287,78","293,25","287,78","1,88%"
"23.07.2015","287,85","270,51","287,85","270,51","6,42%"
"22.07.2015","270,48","262,39","270,48","262,39","3,08%"
"21.07.2015","262,39","271,75","271,75","262,39","-3,44%"
"20.07.2015","271,75","262,49","271,75","262,49","3,53%"
"17.07.2015","262,49","254,22","262,49","254,22","3,26%"
"16.07.2015","254,21","258,70","258,70","254,21","-1,77%"
"15.07.2015","258,78","249,54","258,78","249,54","3,70%"
"14.07.2015","249,54","246,88","249,54","246,88","1,07%"
"13.07.2015","246,89","251,86","251,86","246,89","-1,95%"
"10.07.2015","251,79","261,05","261,05","251,79","-3,54%"
"09.07.2015","261,02","264,13","264,13","261,02","-1,20%"
"08.07.2015","264,20","261,14","264,20","261,14","1,20%"
"07.07.2015","261,07","257,77","261,07","257,77","1,25%"
"06.07.2015","257,84","249,87","257,84","249,87","3,18%"
"03.07.2015","249,89","249,80","249,89","249,80","0,04%"
"02.07.2015","249,79","249,79","249,79","249,79","-2,66%"
"01.07.2015","256,62","258,01","258,01","256,62","-0,54%"
"30.06.2015","258,01","265,96","265,96","258,01","-3,00%"
"29.06.2015","265,98","256,09","265,98","256,09","3,86%"
"26.06.2015","256,09","254,64","256,09","254,64","0,55%"
"25.06.2015","254,69","252,63","254,69","252,63","0,82%"
"24.06.2015","252,63","245,81","252,63","245,81","2,78%"
"23.06.2015","245,79","249,16","249,16","245,79","-1,36%"
"22.06.2015","249,17","243,13","249,17","243,13","3,75%"
"19.06.2015","240,17","230,69","240,17","230,69","4,11%"
"18.06.2015","230,69","237,27","237,27","230,69","-4,40%"
"17.06.2015","241,32","245,06","245,06","241,32","-1,34%"
"16.06.2015","244,59","246,52","246,52","244,59","-0,40%"
"15.06.2015","245,58","237,70","245,58","237,70","1,40%"
"12.06.2015","242,18","237,70","242,18","237,70","1,55%"
"11.06.2015","238,48","246,19","246,19","238,48","-2,46%"
"10.06.2015","244,49","242,57","244,49","242,57","1,19%"
"09.06.2015","241,61","246,29","246,29","241,61","-2,00%"
"08.06.2015","246,54","248,39","248,39","246,54","-0,55%"
"05.06.2015","247,90","241,11","247,90","241,11","2,91%"
"04.06.2015","240,88","235,49","240,88","235,49","2,08%"
"03.06.2015","235,97","232,00","235,97","232,00","1,50%"
"02.06.2015","232,48","234,37","234,37","232,48","-0,40%"
"01.06.2015","233,42","227,59","233,42","227,59","1,04%"
"29.05.2015","231,01","227,59","231,01","227,59","-0,40%"
"28.05.2015","231,93","227,59","231,93","227,59","1,89%"
"27.05.2015","227,63","231,46","231,46","227,63","-1,25%"
"26.05.2015","230,51","220,43","230,51","220,43","4,59%"
"25.05.2015","220,40","220,46","220,46","220,40","-0,03%"
"22.05.2015","220,46","218,15","220,46","218,15","0,60%"
"21.05.2015","219,14","221,79","221,79","219,14","-1,10%"
"20.05.2015","221,58","225,68","225,68","221,58","-1,39%"
"19.05.2015","224,71","221,78","224,71","221,78","0,88%"
"18.05.2015","222,74","228,90","228,90","222,74","-2,70%"
"15.05.2015","228,93","226,41","228,93","226,41","0,88%"
"14.05.2015","226,93","232,42","232,42","226,93","-1,94%"
"13.05.2015","231,42","230,58","231,42","230,58","0,63%"
"12.05.2015","229,96","230,58","230,58","229,96","0,18%"
"11.05.2015","229,55","232,39","232,39","229,55","3,28%"
"08.05.2015","222,26","232,39","232,39","222,26","-4,17%"
"07.05.2015","231,92","231,44","231,92","231,44","0,41%"
"06.05.2015","230,97","231,97","231,97","230,97","-0,85%"
"05.05.2015","232,94","239,51","239,51","232,94","-2,73%"
"04.05.2015","239,49","237,98","239,49","237,98","0,65%"
"01.05.2015","237,95","232,55","237,95","232,55","2,29%"
"30.04.2015","232,62","227,11","232,62","227,11","2,63%"
"29.04.2015","226,65","224,21","226,65","224,21","1,31%"
"28.04.2015","223,72","223,70","223,72","223,70","1,34%"
"27.04.2015","220,77","220,11","220,77","220,11","0,30%"
"24.04.2015","220,11","218,20","220,11","218,20","1,09%"
"23.04.2015","217,73","226,66","226,66","217,73","-4,13%"
"22.04.2015","227,10","229,28","229,28","227,10","-0,62%"
"21.04.2015","228,51","232,04","232,04","228,51","-1,50%"
"20.04.2015","231,98","235,37","235,37","231,98","-4,07%"
"17.04.2015","241,81","235,37","241,81","235,37","2,92%"
"16.04.2015","234,94","229,46","234,94","229,46","2,59%"
"15.04.2015","229,00","230,39","230,39","229,00","-4,05%"
"14.04.2015","238,67","247,08","247,08","238,67","-3,61%"
"13.04.2015","247,62","246,17","247,62","246,17","0,99%"
"10.04.2015","245,19","234,49","245,19","234,49","5,03%"
"09.04.2015","233,45","232,45","233,45","232,45","0,86%"
"08.04.2015","231,45","253,00","253,00","231,45","-8,15%"
"07.04.2015","251,99","254,33","254,33","251,99","-0,03%"
"06.04.2015","252,07","259,32","259,32","252,07","-2,86%"
"03.04.2015","259,48","259,50","259,50","259,48","0,00%"
"02.04.2015","259,47","266,02","266,02","259,47","-2,32%"
"01.04.2015","265,64","277,21","277,21","265,64","-4,37%"
"31.03.2015","277,77","280,21","280,21","277,77","-1,21%"
"30.03.2015","281,17","285,95","285,95","281,17","-1,67%"
"27.03.2015","285,95","283,77","285,95","283,77","0,77%"
"26.03.2015","283,77","284,30","284,30","283,77","-0,19%"
"25.03.2015","284,30","276,30","284,30","276,30","2,90%"
"24.03.2015","276,30","283,07","283,07","276,30","-4,80%"
"23.03.2015","290,24","302,42","302,42","290,24","-0,36%"
"20.03.2015","291,29","302,42","302,42","291,29","-3,68%"
"19.03.2015","302,42","284,66","302,42","284,66","1,59%"
"18.03.2015","297,69","300,72","300,72","297,69","-1,01%"
"17.03.2015","300,72","302,25","304,49","300,72","-1,24%"
"16.03.2015","304,49","302,25","304,49","302,25","0,74%"
"13.03.2015","302,25","287,96","302,25","287,96","4,96%"
"12.03.2015","287,96","286,65","287,96","286,65","0,46%"
"11.03.2015","286,65","286,01","286,65","286,01","0,22%"
"10.03.2015","286,01","274,24","286,01","274,24","5,41%"
"09.03.2015","271,33","249,33","271,33","249,33","6,97%"
"06.03.2015","253,64","249,33","253,64","249,33","1,13%"
"05.03.2015","250,81","245,41","250,81","245,41","2,61%"
"04.03.2015","244,44","234,64","244,44","234,64","5,29%"
"03.03.2015","232,16","239,12","239,12","232,16","-2,51%"
"02.03.2015","238,13","234,39","238,13","234,39","0,95%"
"27.02.2015","235,88","253,75","253,75","235,88","-5,94%"
"26.02.2015","250,78","243,76","250,78","243,76","4,13%"
"25.02.2015","240,84","238,32","240,84","238,32","4,98%"
"24.02.2015","229,41","238,32","238,32","229,41","-3,69%"
"23.02.2015","238,20","238,32","238,32","238,20","0,98%"
"20.02.2015","235,89","233,49","235,89","233,49","0,82%"
"19.02.2015","233,96","227,67","233,96","227,67","2,60%"
"18.02.2015","228,03","233,87","233,87","228,03","-2,50%"
"17.02.2015","233,87","235,35","235,35","233,87","-0,62%"
"16.02.2015","235,34","235,37","235,37","235,34","0,00%"
"13.02.2015","235,35","236,71","236,71","235,35","-1,18%"
"12.02.2015","238,15","251,19","251,19","238,15","-5,29%"
"11.02.2015","251,46","245,16","251,46","245,16","2,77%"
"10.02.2015","244,68","232,46","244,68","232,46","6,14%"
"09.02.2015","230,52","228,98","230,52","228,98","0,45%"
"06.02.2015","229,48","224,71","229,48","224,71","2,80%"
"05.02.2015","223,22","225,66","225,66","223,22","-0,66%"
"04.02.2015","224,71","218,91","224,71","218,91","1,75%"
"03.02.2015","220,84","232,49","232,49","220,84","-5,21%"
"02.02.2015","232,98","227,33","232,98","227,33","9,50%"
"30.01.2015","212,77","208,03","212,77","208,03","1,79%"
"29.01.2015","209,04","210,87","210,87","209,04","0,06%"
"28.01.2015","208,92","198,57","208,92","198,57","5,22%"
"27.01.2015","198,55","193,65","198,55","193,65","0,92%"
"26.01.2015","196,74","193,65","196,74","193,65","1,60%"
"23.01.2015","193,65","196,23","196,23","193,65","-1,79%"
"22.01.2015","197,18","206,00","206,00","197,18","-3,59%"
"21.01.2015","204,53","202,03","204,53","202,03","1,25%"
"20.01.2015","202,01","205,55","205,55","202,01","-1,72%"
"19.01.2015","205,55","205,66","205,66","205,55","-0,05%"
"16.01.2015","205,65","209,26","209,26","205,65","-0,57%"
"15.01.2015","206,83","209,28","209,28","206,83","2,73%"
"14.01.2015","201,34","209,28","209,28","201,34","-1,78%"
"13.01.2015","204,98","209,28","209,28","204,98","-1,84%"
"12.01.2015","208,82","205,03","208,82","205,03","3,42%"
"09.01.2015","201,92","205,03","205,03","201,92","-2,22%"
"08.01.2015","206,50","209,88","209,88","206,50","-1,84%"
"07.01.2015","210,37","219,55","219,55","210,37","-4,19%"
"06.01.2015","219,57","223,07","223,07","219,57","-2,23%"
"05.01.2015","224,58","207,94","224,58","207,94","7,99%"
"02.01.2015","207,97","201,08","207,97","201,08","3,43%"
"01.01.2015","201,08","201,06","201,08","201,06","0,01%"
"31.12.2014","201,06","196,63","201,06","196,63","2,25%"
"30.12.2014","196,64","187,82","196,64","187,82","4,67%"
"29.12.2014","187,86","182,43","187,86","182,43","2,98%"
"26.12.2014","182,43","182,43","182,43","182,43","0,00%"
"25.12.2014","182,43","182,43","182,43","182,43","0,01%"
"24.12.2014","182,41","182,53","182,53","182,41","-0,04%"
"23.12.2014","182,48","181,51","182,48","181,51","0,54%"
"22.12.2014","181,50","209,68","209,68","181,50","-0,59%"
"19.12.2014","182,57","209,68","209,68","182,57","-11,66%"
"18.12.2014","206,67","209,68","209,68","206,67","1,20%"
"17.12.2014","204,22","237,36","237,36","204,22","-13,07%"
"16.12.2014","234,92","240,61","240,61","234,92","-1,94%"
"15.12.2014","239,57","209,88","239,57","209,88","14,63%"
"12.12.2014","209,00","190,94","209,00","190,94","10,61%"
"11.12.2014","188,95","186,91","188,95","186,91","4,64%"
"10.12.2014","180,58","175,21","180,58","175,21","2,48%"
"09.12.2014","176,21","176,76","176,76","176,21","-0,32%"
"08.12.2014","176,77","164,30","176,77","164,30","8,12%"
"05.12.2014","163,49","159,23","163,49","159,23","3,79%"
"04.12.2014","157,52","155,58","157,52","155,58","0,62%"
"03.12.2014","156,55","161,97","161,97","156,55","-3,61%"
"02.12.2014","162,42","160,41","162,42","160,41","0,95%"
"01.12.2014","160,89","151,56","160,89","151,56","6,14%"
"28.11.2014","151,58","151,58","151,58","151,58","0,00%"
"27.11.2014","151,58","151,57","151,58","151,57","0,00%"
"26.11.2014","151,58","155,49","155,49","151,58","-2,53%"
"25.11.2014","155,51","167,30","167,30","155,51","-7,05%"
"24.11.2014","167,31","170,66","170,66","167,31","6,92%"
"21.11.2014","156,48","170,66","170,66","156,48","-8,84%"
"20.11.2014","171,66","174,65","174,65","171,66","-1,97%"
"19.11.2014","175,11","182,41","182,41","175,11","-4,64%"
"18.11.2014","183,64","185,87","186,36","183,64","-1,20%"
"17.11.2014","185,87","183,38","185,87","183,38","1,35%"
"14.11.2014","183,40","176,31","183,40","176,31","4,44%"
"13.11.2014","175,60","172,63","175,60","172,63","1,72%"
"12.11.2014","172,63","169,96","172,63","169,96","1,57%"
"11.11.2014","169,96","169,99","169,99","169,96","0,00%"
"10.11.2014","169,96","169,96","169,96","169,96","-0,54%"
"07.11.2014","170,88","167,77","170,88","167,77","2,76%"
"06.11.2014","166,29","163,81","166,29","160,89","3,83%"
"05.11.2014","160,15","160,90","163,81","160,15","-2,38%"
"04.11.2014","164,06","152,57","164,06","152,57","2,28%"
"03.11.2014","160,40","152,57","160,40","152,57","5,14%"
"31.10.2014","152,56","152,56","152,56","152,56","3,71%"
"30.10.2014","147,10","154,05","154,05","147,10","-4,51%"
"29.10.2014","154,04","156,19","156,19","154,04","-1,38%"
"28.10.2014","156,19","165,72","165,72","156,19","-5,76%"
"27.10.2014","165,73","160,83","165,73","160,83","3,05%"
"24.10.2014","160,83","160,83","160,83","160,83","-5,25%"
"23.10.2014","169,74","165,77","169,74","165,77","2,40%"
"22.10.2014","165,76","166,24","166,24","165,76","-0,29%"
"21.10.2014","166,24","157,39","166,24","157,39","5,62%"
"20.10.2014","157,39","153,28","157,39","153,28","2,69%"
"17.10.2014","153,26","167,22","167,22","153,26","-6,39%"
"16.10.2014","163,73","167,22","167,22","163,73","-2,14%"
"15.10.2014","167,31","157,30","167,31","157,30","6,32%"
"14.10.2014","157,37","158,59","158,59","157,37","-0,77%"
"13.10.2014","158,59","158,59","158,59","158,59","0,01%"
"10.10.2014","158,57","158,57","158,57","158,57","2,53%"
"09.10.2014","154,66","155,16","155,16","154,66","-0,32%"
"08.10.2014","155,16","155,16","155,16","155,16","2,17%"
"07.10.2014","151,86","151,86","151,86","151,86","-4,69%"
"06.10.2014","159,34","159,34","159,34","159,34","-8,21%"
"03.10.2014","173,59","173,59","173,59","173,59","-0,26%"
"02.10.2014","174,05","174,05","174,05","174,05","-0,80%"
"01.10.2014","175,45","175,44","175,44","175,44","0,68%"
"30.09.2014","174,27","174,26","174,26","174,26","-0,43%"
"29.09.2014","175,02","175,02","175,02","175,02","7,51%"
"26.09.2014","162,80","162,80","162,80","162,80","1,23%"
"25.09.2014","160,82","160,81","160,81","160,81","5,62%"
"24.09.2014","152,27","158,38","158,38","152,26","-3,86%"
"23.09.2014","158,38","158,38","158,38","158,38","0,00%"
"22.09.2014","158,38","158,38","158,38","158,38","11,70%"
"19.09.2014","141,79","139,35","141,79","139,35","1,75%"
"18.09.2014","139,35","139,34","139,35","139,34","0,01%"
"17.09.2014","139,34","139,34","139,34","139,34","0,72%"
"16.09.2014","138,34","146,18","146,18","138,34","-5,36%"
"15.09.2014","146,18","145,62","146,18","145,62","0,38%"
"12.09.2014","145,62","136,38","145,62","136,38","6,78%"
"11.09.2014","136,38","139,37","139,37","136,38","-1,94%"
"10.09.2014","139,08","139,37","139,37","139,08","-0,21%"
"09.09.2014","139,37","130,50","139,37","130,50","6,81%"
"08.09.2014","130,49","130,49","130,49","130,49","1,91%"
"05.09.2014","128,05","129,05","129,05","128,05","-0,01%"
"04.09.2014","128,06","123,62","128,06","123,62","3,59%"
"03.09.2014","123,62","127,73","127,73","123,62","-3,22%"
"02.09.2014","127,73","128,37","128,37","127,73","-0,50%"
"01.09.2014","128,37","128,37","128,37","128,37","-0,01%"
"29.08.2014","128,38","131,00","131,00","128,38","-2,00%"
"28.08.2014","131,00","132,76","132,76","131,00","-0,98%"
"27.08.2014","132,30","134,24","134,24","132,30","-1,46%"
"26.08.2014","134,26","138,36","138,36","134,26","-2,96%"
"25.08.2014","138,36","139,51","139,51","138,36","-0,82%"
"22.08.2014","139,51","137,20","139,51","137,20","1,68%"
"21.08.2014","137,20","137,56","137,56","137,20","-0,25%"
"20.08.2014","137,55","137,05","137,55","137,05","0,37%"
"19.08.2014","137,04","138,86","138,86","137,04","-1,31%"
"18.08.2014","138,86","144,07","144,07","138,86","-3,62%"
"15.08.2014","144,07","147,81","147,81","144,07","-0,56%"
"14.08.2014","144,88","148,12","148,12","144,88","0,13%"
"13.08.2014","144,69","149,77","149,77","144,69","-2,65%"
"12.08.2014","148,63","150,74","150,74","148,63","-1,29%"
"11.08.2014","150,57","154,18","154,18","150,57","1,09%"
"08.08.2014","148,95","156,12","156,12","148,95","-4,60%"
"07.08.2014","156,13","162,79","162,79","153,19","-4,09%"
"06.08.2014","162,79","154,53","162,79","154,53","5,34%"
"05.08.2014","154,54","148,45","154,54","148,45","2,86%"
"04.08.2014","150,25","151,84","151,84","150,25","-1,07%"
"01.08.2014","151,88","150,93","151,88","150,93","0,63%"
"31.07.2014","150,93","143,45","150,93","143,45","6,94%"
"30.07.2014","141,14","141,78","141,78","141,14","-0,22%"
"29.07.2014","141,45","139,50","141,45","139,50","1,40%"
"28.07.2014","139,50","136,86","139,50","136,86","1,93%"
"25.07.2014","136,86","133,94","136,86","133,94","2,18%"
"24.07.2014","133,94","132,28","133,94","132,28","1,25%"
"23.07.2014","132,28","144,37","144,37","132,28","0,00%"
"22.07.2014","132,28","132,28","132,28","132,28","-5,03%"
"21.07.2014","139,29","138,35","144,37","138,35","0,68%"
"18.07.2014","138,35","144,37","144,37","144,37","-4,17%"
"17.07.2014","144,37","142,10","144,37","142,10","1,60%"
"16.07.2014","142,10","142,76","142,76","142,10","-0,46%"
"15.07.2014","142,75","141,44","142,75","141,44","0,93%"
"14.07.2014","141,44","142,23","142,23","141,44","-3,36%"
"11.07.2014","146,36","142,23","146,36","142,23","2,90%"
"10.07.2014","142,23","140,30","142,23","140,30","1,36%"
"09.07.2014","140,32","142,73","142,73","140,32","-1,69%"
"08.07.2014","142,73","141,45","142,73","141,45","0,90%"
"07.07.2014","141,45","140,98","141,45","140,98","0,33%"
"04.07.2014","140,98","140,27","141,83","140,27","-0,01%"
"03.07.2014","140,99","141,80","141,80","140,99","-0,57%"
"02.07.2014","141,80","139,32","141,80","139,32","1,78%"
"01.07.2014","139,32","140,12","140,12","139,32","-0,58%"
"30.06.2014","140,13","138,97","140,13","138,97","0,83%"
"27.06.2014","138,97","137,04","138,97","136,03","1,41%"
"26.06.2014","137,04","134,48","137,04","134,48","1,97%"
"25.06.2014","134,39","137,68","137,68","134,39","-2,39%"
"24.06.2014","137,68","138,17","138,17","137,68","-0,35%"
"23.06.2014","138,17","138,99","138,99","138,17","-0,59%"
"20.06.2014","138,99","136,87","138,99","136,87","1,91%"
"19.06.2014","136,39","135,74","136,39","135,74","0,48%"
"18.06.2014","135,74","136,43","136,43","135,74","-0,51%"
"17.06.2014","136,43","136,43","136,43","136,43","0,89%"
"16.06.2014","135,23","135,25","135,25","135,23","-0,01%"
"13.06.2014","135,25","137,19","137,19","135,25","-1,41%"
"12.06.2014","137,19","134,72","137,19","134,72","1,83%"
"11.06.2014","134,72","134,24","134,72","134,24","0,36%"
"10.06.2014","134,24","133,75","134,24","133,75","0,37%"
"09.06.2014","133,75","133,74","133,75","133,74","0,01%"
"06.06.2014","133,74","138,16","138,16","133,74","-3,20%"
"05.06.2014","138,16","139,64","139,64","138,16","-1,06%"
"04.06.2014","139,64","140,63","140,63","139,64","-0,70%"
"03.06.2014","140,63","141,31","141,31","140,63","0,70%"
"02.06.2014","139,65","139,65","139,65","139,65","-0,09%"
"30.05.2014","139,78","143,74","143,74","139,78","0,72%"
"29.05.2014","138,78","143,74","143,74","138,78","-3,45%"
"28.05.2014","143,74","146,71","146,71","143,74","-2,02%"
"27.05.2014","146,71","146,37","146,71","146,37","2,55%"
"26.05.2014","143,06","147,75","147,75","143,06","-2,26%"
"23.05.2014","146,37","150,47","150,47","146,37","-1,56%"
"22.05.2014","148,69","147,69","148,69","147,69","0,20%"
"21.05.2014","148,39","147,69","148,39","147,69","0,47%"
"20.05.2014","147,69","144,38","147,69","144,38","2,29%"
"19.05.2014","144,38","146,38","146,38","144,38","-1,37%"
"16.05.2014","146,38","147,03","147,03","146,38","-0,44%"
"15.05.2014","147,03","143,72","147,03","143,72","-1,04%"
"14.05.2014","148,58","148,58","148,58","148,58","3,14%"
"13.05.2014","144,05","144,81","144,81","144,05","0,22%"
"12.05.2014","143,74","144,06","144,06","143,74","-0,56%"
"09.05.2014","144,55","140,60","144,55","140,60","2,81%"
"08.05.2014","140,60","141,42","141,42","139,12","-0,58%"
"07.05.2014","141,42","141,42","141,42","141,42","-0,46%"
"06.05.2014","142,08","141,43","142,08","141,43","0,46%"
"05.05.2014","141,43","141,45","141,45","141,43","-0,01%"
"02.05.2014","141,45","143,37","143,37","141,45","-1,34%"
"01.05.2014","143,37","140,74","143,37","140,74","1,40%"
"30.04.2014","141,39","143,36","143,36","141,39","-1,37%"
"29.04.2014","143,36","146,95","146,95","143,36","-2,44%"
"28.04.2014","146,95","148,90","148,90","146,95","-1,30%"
"25.04.2014","148,89","147,36","148,89","147,36","1,04%"
"24.04.2014","147,36","148,21","148,21","147,36","-0,57%"
"23.04.2014","148,21","146,63","148,21","146,63","1,08%"
"22.04.2014","146,63","147,22","147,22","146,63","-0,40%"
"21.04.2014","147,22","152,94","152,94","146,63","-3,74%"
"18.04.2014","152,94","152,94","152,94","152,94","2,83%"
"17.04.2014","148,73","150,95","150,95","148,73","-1,47%"
"16.04.2014","150,95","152,91","152,91","150,95","-1,28%"
"15.04.2014","152,91","151,17","152,91","151,17","1,14%"
"14.04.2014","151,18","153,38","153,38","151,18","-1,43%"
"11.04.2014","153,38","150,65","153,38","150,65","1,81%"
"10.04.2014","150,65","151,67","151,67","150,65","-1,62%"
"09.04.2014","153,13","154,10","154,10","153,13","-0,63%"
"08.04.2014","154,10","152,37","154,10","152,37","1,14%"
"07.04.2014","152,37","161,72","161,72","152,37","-5,78%"
"04.04.2014","161,72","169,99","169,99","161,72","-4,86%"
"03.04.2014","169,99","158,07","169,99","158,07","7,54%"
"02.04.2014","158,07","158,07","158,07","158,07","-5,64%"
"01.04.2014","167,51","168,99","168,99","167,51","-0,88%"
"31.03.2014","168,99","150,20","168,99","150,20","6,92%"
"28.03.2014","158,05","155,34","158,05","155,34","1,74%"
"27.03.2014","155,34","166,68","166,68","155,34","-6,80%"
"26.03.2014","166,68","172,28","172,28","166,68","-3,25%"
"25.03.2014","172,28","178,24","178,24","172,28","-3,34%"
"24.03.2014","178,23","179,03","179,03","178,23","-0,45%"
"21.03.2014","179,04","174,37","181,33","174,37","-1,26%"
"20.03.2014","181,33","174,37","181,33","174,37","5,17%"
"19.03.2014","172,41","170,39","172,41","170,39","1,38%"
"18.03.2014","170,06","175,17","175,17","170,06","-2,92%"
"17.03.2014","175,17","180,90","180,90","175,17","-3,17%"
"14.03.2014","180,90","179,80","180,90","179,80","0,75%"
"13.03.2014","179,55","176,92","179,55","176,92","1,49%"
"12.03.2014","176,92","180,54","180,54","176,92","-2,01%"
"11.03.2014","180,54","173,99","180,54","173,99","3,76%"
"10.03.2014","173,99","170,76","173,99","170,76","1,89%"
"07.03.2014","170,76","154,14","170,76","154,14","10,78%"
"06.03.2014","154,14","165,70","165,70","154,14","-0,95%"
"05.03.2014","155,62","155,13","165,70","155,13","-6,08%"
"04.03.2014","165,70","174,94","174,94","165,70","-5,28%"
"03.03.2014","174,94","170,38","174,94","170,38","2,67%"
