,h,h_l1,s_h,rr_IS,rr_TAY,rr_IS_total,rr_TAY_total,r_hat
2019Q4,-1.6919886594503815,-1.3007643747287143,-0.7081572940351879,0.1704994523863177,-0.29892368590462437,2.9556763411536116,2.4862532028626694,-2.0488738514205522
2020Q1,-2.1440768083919943,-1.6919886594503815,-0.999572140602024,0.18657276707537707,-0.2934568323088662,2.965303947625566,2.485274348241323,-2.132341328120599
2020Q2,-7.224648741858747,-2.1440768083919943,-0.8766626333558681,0.20888466211983026,-0.28640632963113904,3.017804715400919,2.5225137236499493,-3.1311555530261654
2020Q3,-3.8877714622100084,-7.22464874185875,-0.6599561815962527,0.22884785849694578,-0.2500948411087862,3.105541588316142,2.6265988887104097,-3.666736554882772
2020Q4,-2.0967723237923477,-3.887771462210008,-0.5206417902787468,0.2478116946608262,-0.1965363482723801,3.228987708377724,2.7846396654445176,-4.122279525137041
2021Q1,-1.9976295252174208,-2.096772323792349,-0.42445133290344234,0.2675568418477824,-0.13663452961079747,3.3868988699391247,2.982707498480545,-3.0629329875993765
2021Q2,-1.1648010850386457,-1.9976295252174203,-0.3298882793998075,0.2941224425293618,-0.05918445557036378,3.5798677961949905,3.226560898095265,-1.744835657359462
2021Q3,-0.5819557933141097,-1.164801085038646,-0.10606409063576903,0.32298001446723923,0.012770242078053995,3.7961724755390023,3.4859627031498173,-0.822842875159914
2021Q4,-0.11020684577523854,-0.58195579331411,0.16140122015967306,0.35055662749211836,0.0825676984373237,4.024139752674602,3.756150823619807,1.329312536112595
2022Q1,0.35891733729258,-0.1102068457752382,0.4088166409464929,0.3731035403376124,0.11621515299893903,4.251608246920203,3.9947198595815285,2.1674408986054066
2022Q2,0.629825786325321,0.35891733729258013,0.5679455442637331,0.38822943868905646,0.15101053142346677,4.468823922773194,4.231605015507604,1.7861335301423997
2022Q3,0.7505052522765224,0.6298257863253213,0.5953153145187675,0.3984353967596618,0.17490836807190144,4.672512973533188,4.448985944845427,1.9272069780279164
2022Q4,0.8382775612666684,0.7505052522765223,0.5446313942113513,0.4094294316829022,0.2015835962938948,4.863967512275575,4.656121676886567,1.7214836508718063
2023Q1,0.8904951451218326,0.8382775612666684,0.5336524691722145,0.41825641529847896,0.2299367006456953,5.037270033266215,4.848950318613432,1.745947405322276
2023Q2,0.9344972834789618,0.8904951451218326,0.49983109782183177,0.42502458205339577,0.25098157263943915,5.1908982140548705,5.016855204640914,1.510678658960463
2023Q3,0.9373101742447573,0.9344972834789617,0.44400349298875896,0.43306535205455443,0.25514915249931397,5.327905545239088,5.1499893456838475,0.7028622037342274
2023Q4,0.9628262611490047,0.9373101742447572,0.4337825979284284,0.4418384229932097,0.2535836822239255,5.448683609526401,5.260428868757116,0.12173366918224221
2024Q1,1.1364216664247575,0.9628262611490048,0.4573834082215034,0.4497750429855773,0.2535836822239255,,,
2024Q2,1.36927300528597,1.1364216664247575,0.4828530105733878,0.45675877478989124,0.2535836822239255,,,
2024Q3,1.5677184621746567,1.36927300528597,0.5088278825590423,0.46131706006041046,0.2535836822239255,,,
2024Q4,1.7112041212223437,1.5677184621746565,0.5054768350760092,0.4636494943354666,0.2535836822239255,,,
2025Q1,1.7886442617227645,1.7112041212223437,0.47685050029398623,0.4634812337452022,0.2535836822239255,,,
2025Q2,1.7848433866068656,1.7886442617227645,0.4159582640099576,0.4602708269222389,0.2535836822239255,,,
2025Q3,1.6745742374926023,1.7848433866068658,0.3088372284743303,0.4559009074556668,0.2535836822239255,,,
2025Q4,1.4744318544228063,1.6745742374926018,0.1904843004645071,0.45214304269112937,0.2535836822239255,,,
2026Q1,1.229031185590678,1.4744318544228063,0.09308572286858735,0.4514221299696321,0.2535836822239255,,,
2026Q2,1.0183368176645557,1.229031185590678,0.0634434267583413,0.4514221299696322,0.2535836822239255,,,
2026Q3,0.8511560757858896,1.0183368176645557,0.05164255631218643,0.45142212996963216,0.2535836822239255,,,
