,pi_L,pi_IPCA,pi_A,pi_e,i_e,meta,pi_star,de_hat,Zel,Yla,selic,i_dif,de,r_focus,rr_trend,hp_ciclo,rp_hat,fpib,fnuci,femp,fcaged
2001Q4,2.0364556292263414,1.840056619730368,1.8410953850763967,5.03,17.222309444463157,4.0,-9.296104224943786,-0.0401625613892449,0.0,-29.70333333333333,19.0,,0.4598374386107551,12.192309444463156,11.239182916177597,0.9531265282855585,0.07752948941972004,-1.5837093349196039,-2.1580602061731753,,0.06464747239670032
2002Q1,1.0163939048727588,1.1783348044228648,1.305522962978789,4.701967213114754,16.422488078006296,3.5,-7.34461519975759,-7.463152425828397,0.03,-25.199999999999996,18.75,,-7.088152425828397,11.720520864891542,11.09598459252884,0.6245362723627021,-0.2743051549447062,0.21877827393944926,-2.003244646376075,,-0.8649713240470192
2002Q2,1.0716537744776877,2.003940819286276,4.469770832693887,4.5476190476190474,15.978123703051837,3.5,2.076117252822167,4.490473276574306,6.1933333333333325,-7.576666666666669,18.5,,4.865473276574306,11.43050465543279,10.953381972960267,0.47712268247252254,-0.4163471095965663,-0.23435663555807196,-1.8848823594836404,,0.14832415566093005
2002Q3,2.870447759866801,2.6991099265358143,2.1442232145567397,5.050151515151515,15.767885113973406,3.5,33.54020399803098,21.920934364493775,30.846666666666664,-6.7299999999999995,18.0,,22.295934364493775,10.71773359882189,10.81236109672229,-0.09462749790039915,-0.38486035282700204,0.4401994123088002,-1.5104582676646743,,0.6287833712301563
2002Q4,6.147692683214334,6.167791872294992,6.710707895220969,9.60125,18.09847273628906,3.5,24.632127927457336,15.912415712330521,87.99000000000002,-4.6466666666666665,22.666666666666668,,16.28741571233052,8.49722273628906,10.674206204741866,-2.1769834684528053,-0.36617956338608426,0.7221395415483585,-1.586169566772341,,0.0543116583551182
2003Q1,3.5132216559020213,4.78246970620908,7.887720882380722,10.512950819672131,20.552921870266275,4.0,-0.16718879693018218,-5.640752876874521,88.89333333333333,-4.083333333333333,26.166666666666668,,-5.140752876874521,10.039971050594144,10.540142395759766,-0.5001713451656222,0.16783917839463713,-0.4712894204339477,-0.6327735454104442,,-1.2499904960657204
2003Q2,2.0206246330412014,1.9739289660204218,1.7638305333334214,8.330983606557377,20.015339594483898,4.0,-16.667086601036775,-16.145599038250335,39.58666666666669,2.2533333333333334,26.333333333333332,,-15.645599038250335,11.684355987926521,10.410034153848965,1.274321834077556,0.8467336448086176,-2.108319538819842,-0.9131228134126701,,-0.8799079007271757
2003Q3,1.0236980252356531,1.4989383389788724,2.6552314536676835,6.618636363636363,17.00127289320309,4.0,-0.05580496995810402,-2.2627976427015524,-73.32000000000002,2.2533333333333334,22.166666666666668,,-1.7627976427015524,10.382636529566728,10.283433355991717,0.0992031735750114,0.6311956789659643,-2.008450406679515,-1.085918486052904,,-0.8282478942410307
2003Q4,1.057592251959849,0.807970002238334,0.47094515158316863,6.048709677419355,14.761127155505502,4.0,5.950288262904538,-1.6673871739589448,-89.53333333333333,2.2533333333333334,17.666666666666668,,-1.1673871739589448,8.712417478086147,10.160688330316571,-1.448270852230424,0.41159036774669033,-1.8316970130601362,-0.441874990995899,,-1.4599377473468849
2004Q1,1.577164592803415,1.4572717203949592,1.0681566372386264,5.645573770491803,13.585673522514337,5.5,2.5738758984551344,-1.0359026545372094,-61.676666666666684,-2.2533333333333334,16.416666666666668,,-0.16090265453720942,7.940099752022534,10.042209406935573,-2.102109654913039,0.30452721536756444,-1.3395618285732667,0.014606620418689431,,-2.301530763395249
2004Q2,1.8883812685739354,2.0962017360334873,2.4021283932623927,5.742903225806452,13.832120288799095,5.5,10.892101882512964,4.273256698877263,-6.4499999999999975,-2.2533333333333334,16.0,,5.148256698877263,8.089217062992642,9.92750174667812,-1.8382846836854778,-0.20044135207381464,0.47073636676026354,1.121550937483903,-1.1055253307029744,-0.9277071952601545
2004Q3,1.7865228461563687,2.169989845177933,3.162970977329005,6.192923076923077,15.064720475964831,5.5,-4.098124498773707,-3.170699128059381,12.26666666666667,-2.2533333333333334,16.083333333333332,,-2.295699128059381,8.871797399041753,9.814756691839293,-0.9429592927975392,-0.23950874270721156,0.7793609961391894,2.4704931079057673,-0.6428882053286031,0.7408466130350462
2004Q4,1.1111710457758495,1.6883886181412011,3.2368667693958297,6.092,15.739874702086697,5.5,-4.306904016122591,-7.675233822978052,20.380000000000006,0.0,17.25,,-6.800233822978052,9.647874702086696,9.70101665678687,-0.053141954700173244,-0.10692171666190609,0.5742069048589542,2.431379901645599,-0.4227363968209801,0.6911428552293728
2005Q1,1.1263323358839505,1.3957045354395126,1.971653907292037,5.562295081967213,16.43751371730568,4.5,-2.163277995198909,-4.782490354837712,31.136666666666677,0.0,18.75,,-4.157490354837712,10.875218635338467,9.58273470633063,1.2924839290078367,-0.15606486444672063,0.46668898832888317,2.426542493524991,-0.21339745077454353,-0.5115537744159155
2005Q2,1.6503334071249487,1.7410521381288735,1.7941967574257145,5.324126984126984,16.93950729550319,4.5,-8.445416993244397,-8.007557336530981,10.716666666666669,0.0,19.666666666666668,,-7.382557336530981,11.615380311376207,9.45633069155867,2.1590496198175373,0.002159346861300815,0.5096975090556839,2.361835433308471,0.10536427678578697,0.6020911841155794
2005Q3,0.5320610335908027,1.0470913175544716,2.3229483933426165,4.9103076923076925,16.586368451534778,4.5,-5.731535306496457,-6.258693524363215,-15.120000000000008,0.6533333333333334,19.666666666666668,,-5.633693524363215,11.676060759227084,9.319032266014712,2.357028493212372,0.4176426617986242,-1.1045871414277713,2.1267463492572745,-0.6880155796341647,1.2413431211937223
2005Q4,0.9181302331134678,1.403183893507931,2.5936879666220936,4.610645161290323,15.848352932029828,4.5,4.465704348969657,-4.601637028000074,-36.58333333333334,11.483333333333333,18.5,,-3.976637028000074,11.237707770739505,9.169416489254877,2.068291281484628,0.2727673748741841,-0.8796906544149579,2.067385547630167,-0.7705873398071681,0.7298327940443414
2006Q1,0.7603570149592676,1.0843095919096157,1.6949285314677542,4.472380952380952,14.593935986441123,4.5,2.4015698997610224,-3.0820452682741384,-28.536666666666672,31.24666666666667,17.0,,-2.4570452682741384,10.12155503406017,9.007533563643538,1.114021470416633,-0.01554837840539225,-0.3524435760352276,2.372002683745393,-0.3899111822932326,-0.3737032164979155
2006Q2,-0.23358113887536058,0.35838160108816464,1.4872579321753898,4.209016393442623,13.743269263136627,4.5,-1.1034097675057994,-1.059053341747398,-14.016666666666666,30.593333333333337,15.583333333333334,,-0.43405334174739796,9.534252869694004,8.834726373595997,0.6995264960980077,0.28329200053727277,-1.1123383507654694,1.6606482841768866,-0.38843508305826546,0.39478091293108264
