,inercia_livres,inercia_ipca,expectativa,commodities,cambio,hiato,clima,total,residuo
2009Q2,0.18730217432677582,0.07438096378706553,0.7087708248907258,-0.15799374277001035,0.0021714433568297497,-0.1111124828534795,-0.11817784211548378,1.4961330284635863,0.910791689841163
2009Q3,0.3803246608129562,0.06336868583176444,0.7102709981784606,-0.14412742019371036,-0.028163508792125053,-0.07362260736706605,-0.009588746743877793,1.0861140789065082,0.18765201718010616
2009Q4,0.2760957487105885,0.05820998311380549,0.7524983634794755,0.05541045373674726,-0.026987223474559317,-0.02443221942565463,0.04025164356778808,0.7730004471371066,-0.3580463025710843
2010Q1,0.19650066355903517,0.05768378087403193,0.7809971911449878,0.15097486777215216,-0.01907372978909582,0.03830604201213284,0.10735617069725685,1.907238649605314,0.5944936633348132
2010Q2,0.48482981038484313,0.0683904524186711,0.8222264237884074,-0.19161998981337422,0.006994580257130611,0.0635958621313404,0.09662024337100375,1.2578505102795343,-0.09318687225848787
2010Q3,0.31975202710867173,0.0641250248410932,0.8656793566563097,0.10241189888177395,-0.0025721237534986736,0.07914080212666783,0.07204247632680932,1.194886793099181,-0.3056926690886459
2010Q4,0.3037463284678683,0.06312992217137009,0.9088056976158002,0.385874981327567,-0.007453325853105323,0.08972351474766459,0.0920315629195109,2.538593496880837,0.7027348154841613
2011Q1,0.6453234386748781,0.07832441627410969,0.9342569354347691,0.32697605934545476,-0.00907945706522283,0.10189011618195687,0.163019502087547,1.862281579466618,-0.37842943146687436
2011Q2,0.47340149343283894,0.08286202418771761,0.9006226817515448,-0.19273087372373512,-0.0057851317874552674,0.10620898132210377,0.05338597462738229,1.403890869750768,-0.014074280059629185
2011Q3,0.3568762327268962,0.08850915519018068,0.948570908353841,-0.06908084563301473,-0.012185891902879161,0.09922672146886308,-0.16061033769230232,1.844017968197842,0.5927120256862572
2011Q4,0.4687587901244639,0.0968474629456447,0.9594129029490878,0.0036194810999600957,0.004440926804358937,0.08618352183994331,-0.22095644210997417,1.3694633588477334,-0.02884328480575138
2012Q1,0.3481245835367991,0.0859326629454806,0.9220348697060036,-0.0773441397647919,0.02204725930451808,0.079447594025663,-0.12583919808680047,0.720347905550045,-0.5340557261168268
2012Q2,0.18311611844234627,0.06901348922998161,0.9504047238946254,0.0019066317598680363,-0.005779091081027375,0.08968322389867504,-0.012986080062089728,1.3032853661709254,0.02792635008854627
2012Q3,0.3313017996404125,0.0651586924467637,0.9662291731101702,0.21882745704936213,0.023900764067068852,0.09917614463740786,-0.06085778959809568,2.4160474146315947,0.7723111732785053
2012Q4,0.614171598378122,0.07048365537386156,0.9388586368093396,0.02305532905125891,0.006402350967780724,0.1099847474626621,-0.08430263858345836,1.9374476888474268,0.25879400938786046
2013Q1,0.4925091025230833,0.07733871447548522,0.9530067768537007,-0.1270545289552008,0.0019142224815082607,0.1266264552828352,-0.06429392474097775,2.3100662460089127,0.8500194280884785
2013Q2,0.5872306437690424,0.08684769307522919,0.9663608301327227,-0.07664097063154736,-0.008756361232137085,0.14663900720775036,-0.017377946038360865,1.3933679813713074,-0.2909349149113918
2013Q3,0.35420126073072233,0.08824578878794127,1.0329682893835674,0.17007938203516704,0.006853920055019504,0.16433857996144308,0.003412709972404261,1.536795204056185,-0.2833047268700797
2013Q4,0.39066119362518426,0.0776038513391136,1.0624117041135035,-0.025264620855015383,0.023285949131592147,0.17443850972477196,-0.0037202558391004103,1.8717314172781665,0.17231508603811685
2014Q1,0.47580369049154925,0.07845321199811864,1.0479342755313248,0.17491116503565862,-0.003090214775511581,0.1786430638727351,0.0011357122941601466,2.028176845133811,0.07438594068577631
2014Q2,0.5155729176611665,0.08148943997093913,1.031550115525452,-0.10950335174262531,0.008149913729207321,0.17134878423320946,-0.002640615360670363,1.714381958628408,0.018414754611729034
2014Q3,0.4358046540746293,0.08632143737732982,1.061027258591486,-0.1083046847393819,-0.015976541023955376,0.1471872980864832,0.0014174006911478972,1.3784700533731042,-0.22900676968463474
2014Q4,0.35041413130777854,0.08891753402901514,1.1215631293708646,0.20195755990129935,0.0033550904184757443,0.10917974495975226,0.015882896840439524,1.4550090690168993,-0.43626101781072557
2015Q1,0.36987074018538435,0.0847710327945553,1.1308755422738563,-0.0005535651108234879,0.025835533203316323,0.062359346952333576,0.027967021087085337,1.9104775264524363,0.2093518750667287
2015Q2,0.4856531494294746,0.10720375013249471,1.037020950959939,0.1257207542024629,0.028009253807368076,0.0029273765478056812,0.0723475094068762,2.1647797588322693,0.3058970143458477
2015Q3,0.550298076340258,0.11713554461295035,0.9960021139625372,0.26071895195927614,0.01515999407102519,-0.06066260481557094,0.19185571375999702,1.690782751583697,-0.37972503830677606
2015Q4,0.42980561505605264,0.12375886934750599,1.1640299118622766,0.09099160813687845,0.032948000568163084,-0.1208940902563492,0.46450276870993784,2.455003210187145,0.2698605267626797
2016Q1,0.6240743606656294,0.13908853125167794,1.165883219795055,-0.08504852367866089,0.018769639649970523,-0.16511272884694178,0.5994871059521794,2.3519002438119774,0.05475863902306788
2016Q2,0.597865059774977,0.1229997118487933,1.0555342328735335,-0.177263074295667,0.0021419666387485752,-0.1941688344891597,0.31689855829228675,1.8015511004142888,0.07754347977077614
2016Q3,0.4579634953356346,0.11679425551336442,0.9400848990497611,-0.13679872065147944,-0.027605453186016475,-0.21567033314888828,-0.2544605918106378,1.7950820825047398,0.9147745314030016
2016Q4,0.45631903792747963,0.11092337949616674,0.8522908727689348,0.11696813816896634,-0.020487391574859393,-0.2174068219758577,-0.6381434830057987,0.4196701217584087,-0.24079361004662314
2017Q1,0.1066822893917441,0.08296283284089577,0.8069520510872837,-0.11199181324974868,0.0021536489138521573,-0.20963229975810846,-0.5014895087650562,0.1904565973069205,0.014819396846058097
2017Q2,0.048415040235245566,0.060996232030838815,0.7919105157163737,-0.06034809560963624,-0.012936770090134,-0.19408398862029574,-0.22157201144643113,0.527329169730506,0.11494824751454513
2017Q3,0.1340497695051144,0.04129385004951586,0.7447121585887294,-0.07581654388525376,0.004030317894266358,-0.17080813205557543,-0.03681361223660431,0.2580355658417632,-0.3826122420184294
2017Q4,0.06559395935348561,0.03366376616881504,0.6873693702117745,0.15925430977587918,-0.005625159523090617,-0.14711915811350343,0.0062057274386571265,0.325057137503304,-0.47428567780871334
2018Q1,0.08263118533833201,0.03905585307233644,0.6912244666837445,0.010794818047012303,0.004774381830368542,-0.12384293120781127,0.0340047813007532,0.1566720511904318,-0.5819705038743038
2018Q2,0.0398268359793257,0.035530407522221585,0.7248049306184481,0.23657740752274234,-0.0017733055276471026,-0.10446952127316975,0.0542562256116841,1.3398958619045498,0.3551428814509451
2018Q3,0.3406083747291154,0.0597152737648733,0.6539331405631116,0.16313556174763638,0.02437049878805798,-0.0914145221376971,-0.007993383465644002,0.7507554409528661,-0.3915995030365873
2018Q4,0.19084586931891903,0.06043696115074366,0.6679997049921964,-0.11015879289602222,0.020819314073412185,-0.08281532108532788,-0.01612981100351358,0.5805768664278288,-0.15042105812257878
2019Q1,0.14758560609197,0.04967440839400361,0.6927268204559094,-0.0891216231913259,-0.010491025768015638,-0.08209371807947809,0.014174928059172268,1.2504672278234263,0.5280118318611906
2019Q2,0.31787515898104995,0.06023573797761704,0.6277836238883742,-0.02538783178586841,-0.0039570446030995285,-0.08563251636128742,0.05826058439601529,0.6559399133823751,-0.2932377991104259
2019Q3,0.16674327771977493,0.04547262245885387,0.6225632915852114,-0.10585374725148958,0.008402937133815434,-0.09294886597135917,0.0064645099542547215,0.3919422774519399,-0.25890174817712175
2019Q4,0.09963372968461584,0.03891501012161187,0.6298064551176126,0.2386814136338083,0.001496004389986407,-0.12070725176834086,-0.041892285766491705,1.5051259017951235,0.6591928263823212
2020Q1,0.3826106951658393,0.05727432181596186,0.6099346003748888,0.02482624491953286,0.007541862034182265,-0.1528361654343533,-0.05696194977021067,0.3415234915784104,-0.530866117527431
2020Q2,0.08681701668440693,0.04332139858881436,0.5300474185982915,0.09954291119666454,0.01873608054399621,-0.5110857723335237,-0.019490501325931844,0.581663011831135,0.333774459878417
2020Q3,0.14786170980350305,0.028552351775111656,0.5323574238032718,0.3606360588347856,0.044587206833035686,-0.27563301586432104,-0.0011132755255277675,1.3940487144735725,0.5568002548137133
2020Q4,0.35437430656374497,0.042502239758578066,0.6265193180561691,0.20427118187893573,-0.001594565981944861,-0.149233709105135,0.06175519468911992,2.8005560797305096,1.6619621138710416
2021Q1,0.7119156658181428,0.060741348321421564,0.6476012154736448,0.4244987779729453,-0.0005480433377655006,-0.14199484607369148,0.09773267631394908,0.9178352181352212,-0.8821115763534251
2021Q2,0.23331840242704704,0.08048901726880889,0.7075486788422022,0.14059765570494073,0.0030347600110349885,-0.0833874784251041,0.08964013218119676,1.444090203432857,0.27284903542273065
2021Q3,0.3670951087604317,0.10899926786658666,0.7734758063478283,0.1372477878926535,-0.009817177950427873,-0.04218946025855447,-0.0409485297583385,2.975806716755125,1.6819439138549457
2021Q4,0.7564652732498348,0.13408918531824487,0.8768643830858914,0.3408983586814732,-0.003959675905693086,-0.008671891726912245,-0.06411945988176242,2.177079003954785,0.1455128311337086
2022Q1,0.5534246072973881,0.13208942699947815,0.912468018871674,0.062363150060363366,0.015104629447273619,0.02480353684230127,-0.030975717735188497,3.0627030770196573,1.3934254252363674
2022Q2,0.7785547720542475,0.1468042753364394,0.9805221621637084,0.03533776444118498,-0.017029837999297318,0.0444706418992019,0.07080558096725632,3.1454910904959554,1.1060257316332143
2022Q3,0.7995999081121592,0.15334828271141823,0.9412202685704449,-0.11658245345419178,-0.015534838880766327,0.05377218018554236,0.05562389348600281,1.660008893502729,-0.21143834722788046
2022Q4,0.4219827430828502,0.09510739101998329,0.900686547788804,-0.09532261610554951,0.014458767759045914,0.060993976113365884,0.03501387007395215,1.268258456778404,-0.16466222295404798
2023Q1,0.3223977802914666,0.07796008694147144,0.9494925378611082,-0.10239719501988306,-0.0004891546678475945,0.06576318461775851,-0.03854449506959251,0.980597696166452,-0.2935850487880296
2023Q2,0.24927294504784678,0.06273650726398353,0.8308087225815272,-0.18284597808509534,-0.0035275931177637747,0.06939525492194558,-0.06235885587853611,0.7028126718479966,-0.26066833088591135
2023Q3,0.17865857243331515,0.0413878579992782,0.7163123750804532,0.05211632680434061,-0.012716996594623563,0.06825323723293916,-0.026693715414433897,0.5442608507513436,-0.47305680678992523
2023Q4,0.13835388933853332,0.06854919792110283,0.680069348193933,-0.035102165484007304,-0.004161130120717558,0.06482360608352619,0.1795114224401707,0.9342014625051798,-0.1578427058673615
2024Q1,0.23747878537453035,0.06230760903619238,0.6390737987702423,-0.017758182067899864,0.0029666388150489213,0.06610473071062561,0.30643131499509185,0.8657420414102557,-0.43086265422357584
2024Q2,0.22007605071655936,0.05296271722275223,0.6190066853081806,0.263205796024668,-0.0007982324156393052,0.06767125923850154,0.19474245782947955,1.032580813788786,-0.38428592013571605
2024Q3,0.2624873191720628,0.0554405954485682,0.6576632019459103,0.07482470086968097,0.011972641872363453,0.07312449549580567,-0.14194694492635518,1.17839978641483,0.18483377653679367
2024Q4,0.29955524712299214,0.05853042582544575,0.7412134954367202,0.2523974129270234,0.014513857910791919,0.07516749480242707,-0.34935040246130084,1.7812580098292674,0.6892304782651677
2025Q1,0.45280488801478647,0.06487528943749128,0.9309828374797167,0.052412026285827584,0.011920771594933701,0.07583261105128992,-0.28593300105854386,1.458279350590863,0.15538392778536125
2025Q2,0.37070206247205156,0.07328962061450371,0.8440762071675977,-0.16642059184269922,2.5837104388669102e-05,0.06561121187674426,-0.11565197253458011,0.843636188016128,-0.22799618684187828
2025Q3,0.2144566298267363,0.07042674105216101,0.7683481068101615,-0.08271605845755797,-0.008516487648776284,0.04326636402990062,-0.008066152218421871,1.0414272950681758,0.04422815167397254
2025Q4,0.2647361399172523,0.068479361120075,0.7069486274413702,-0.05892472600869664,-0.010173828057065685,0.023632280968681977,0.012621984359414296,0.5360617486970476,-0.47125809104398386
2026Q1,0.13626963570035702,0.05721667877158639,0.6914628590464598,0.034359752053657044,-0.0030186422823951856,0.009453799570748347,0.01392941892811237,1.1738200218997408,0.23414652011121506
2026Q2,0.2983910475814626,0.05555827499916479,0.6995599789524762,0.03013586420493149,-0.0068750451443039635,0.008736078654092122,0.051666496545042344,1.4668345640395986,0.32966186824673294
2026Q3,0.37287684144636113,0.06154680143230801,0.7236169749179828,,-0.010563847795264812,0.012280395388654271,,,
