,selic,i_e,r_hat,h,s_h,pi_L,pi_IPCA,de,de_hat,pi_e,pi_A,rr_IS_total,ipca_4t
2026Q3,13.924465240641648,12.234471252566607,0.2421493197422082,0.1111230840962146,0.06977926511598452,1.1553179434243352,1.0609599261951501,1.2096083020471071,0.9596083020471071,4.184875757575758,0.75,7.807446175248642,4.392697206424236
2026Q4,13.546971252566607,11.825975359342806,-0.16634657348159365,0.13157933291828175,0.056799889481086885,1.0883976021088448,1.0096186403379057,0.985971790766956,0.735971790766956,4.184875757575758,0.75,7.807446175248642,4.78312814034423
2027Q1,13.109471252566607,11.450975359342806,-0.5413465734815937,0.18001071967783905,0.04623475812909707,1.0795415087310056,1.0028242454984275,1.1029610235714156,0.8529610235714156,4.184875757575758,0.75,7.807446175248642,4.547047828280486
2027Q2,12.671971252566607,11.075975359342806,-0.9163465734815937,0.247437393675117,0.03763480666574006,1.0791385913691136,1.0025151272983839,1.1029610235714156,0.8529610235714156,4.184875757575758,0.75,7.807446175248642,4.075917939329868
2027Q3,12.234471252566607,10.700975359342806,-1.2913465734815937,0.3304720848974107,0.03063449945629235,1.07851798214192,1.002038995899281,1.1029610235714156,0.8529610235714156,4.184875757575758,0.75,7.807446175248642,4.016997009033998
2027Q4,11.825975359342806,10.441991786447602,-1.5503301463767976,0.4263192541211466,0.024936292758795865,1.084325907984983,1.0064948366060789,1.0464138861917553,0.7964138861917553,4.184875757575758,0.75,7.807446175248642,4.013873205302171
2028Q1,11.450975359342806,10.316991786447602,-1.6753301463767976,0.5202040529533505,0.020297987810754096,1.0922464920909993,1.0125715087322147,0.981109448775499,0.731109448775499,4.184875757575758,0.75,7.807446175248642,4.023620468535959
2028Q2,11.075975359342806,10.191991786447602,-1.8003301463767976,0.5991020340292745,0.01652243632005775,1.0997994153105113,1.0183661114262244,0.981109448775499,0.731109448775499,4.184875757575758,0.75,7.807446175248642,4.039471452663799
2028Q3,10.700975359342806,10.066991786447602,-1.9253301463767976,0.6676500268913891,0.013449160798378738,1.1067709198624716,1.0237146497184881,0.981109448775499,0.731109448775499,4.184875757575758,0.75,7.807446175248642,4.061147106483006
2028Q4,10.441991786447602,10.0,-1.9923219328243995,0.7291369066446634,0.01094753356446982,1.1131752163149802,1.0286280259568528,0.754920899256858,0.504920899256858,4.184875757575758,0.75,7.807446175248642,4.08328029583378
2029Q1,10.316991786447602,10.0,-1.9923219328243995,0.7796462581196797,0.008911224495110559,1.118113613686384,1.0324167644201938,0.493703149591833,0.24370314959183298,4.184875757575758,0.75,7.807446175248642,4.103125551521758
2029Q2,10.191991786447602,10.0,-1.9923219328243995,0.8152376298518131,0.007253681528776769,1.121510057281962,1.0350225159467212,0.493703149591833,0.24370314959183298,4.184875757575758,0.75,7.807446175248642,4.119781956042256
2029Q3,10.066991786447602,10.0,-1.9923219328243995,0.8401358163366631,0.005904451823628363,1.124355806474952,1.0372057747275831,0.493703149591833,0.24370314959183298,4.184875757575758,0.75,7.807446175248642,4.133273081051351
2029Q4,10.0,10.0,-1.9923219328243995,0.8573991104656972,0.004806187202904038,1.1264799795585807,1.0388354403173432,0.38060887483251254,0.13060887483251254,4.184875757575758,0.75,7.807446175248642,4.143480495411842
2030Q1,10.0,10.0,-1.9923219328243995,0.8692362173139823,0.003912206606025559,1.1277167379872644,1.0397842813838292,0.25,0.0,4.184875757575758,0.75,7.807446175248642,4.1508480123754765
2030Q2,10.0,10.0,-1.9923219328243995,0.8772379830416598,0.003184511938898693,1.1283759924410266,1.0402900614007555,0.25,0.0,4.184875757575758,0.75,7.807446175248642,4.156115557829511
