,selic,i_e,r_hat,h,s_h,pi_L,pi_IPCA,de,de_hat,pi_e,pi_A,rr_IS_total,ipca_4t
2026Q3,13.924465240641648,12.234471252566607,0.39025878943917736,0.1111230840962146,0.06977926511598452,1.1297079772921714,1.0413119601785539,1.2096083020471071,0.9596083020471071,4.0367662878787876,0.75,7.807446175248642,4.3730492404076395
2026Q4,13.546971252566607,11.825975359342806,0.12987236591234552,0.11565849762671726,0.056799889481086885,1.0292781034676248,0.9642621609803618,0.985971790766956,0.735971790766956,3.8886568181818184,0.75,7.807446175248642,4.71812369497009
2027Q1,13.109471252566607,11.450975359342806,-0.09701816439068445,0.13642797900797238,0.04623475812909707,0.9837278844810389,0.929316032973853,1.1029610235714156,0.8529610235714156,3.7405473484848484,0.75,7.807446175248642,4.4085351703817715
2027Q2,12.671971252566607,11.075975359342806,-0.3239086946937144,0.16753411105059177,0.03763480666574006,0.9448292521599511,0.8994730022571145,1.1029610235714156,0.8529610235714156,3.592437878787879,0.75,7.807446175248642,3.834363156389883
2027Q3,12.234471252566607,10.700975359342806,-0.5507992249967453,0.20786281275616,0.03063449945629235,0.9044045985777547,0.8684592080288533,1.1029610235714156,0.8529610235714156,3.444328409090909,0.75,7.807446175248642,3.6615104042401825
2027Q4,11.825975359342806,10.441991786447602,-0.6616733281949791,0.25629494384929924,0.024936292758795865,0.8695962053704565,0.8417542087602141,1.0464138861917553,0.7964138861917553,3.296218939393939,0.75,7.807446175248642,3.5390024520200347
2028Q1,11.450975359342806,10.316991786447602,-0.6385638584980091,0.2992919426759932,0.020297987810754096,0.8363751333319622,0.8162670022922814,0.981109448775499,0.731109448775499,3.1481094696969696,0.75,7.807446175248642,3.425953421338463
2028Q2,11.075975359342806,10.191991786447602,-0.61545438880104,0.3247410809480116,0.01652243632005775,0.8024259544310679,0.7902211922395153,0.981109448775499,0.731109448775499,3.0,0.75,7.807446175248642,3.3167016113208643
2028Q3,10.700975359342806,10.066991786447602,-0.74045438880104,0.3379515497630302,0.013449160798378738,0.7932492033564361,0.7831807888150578,0.981109448775499,0.731109448775499,3.0,0.75,7.807446175248642,3.231423192107069
2028Q4,10.441991786447602,10.0,-0.8074461752486419,0.35862890310862106,0.01094753356446982,0.7912211266551896,0.7816248483698615,0.754920899256858,0.504920899256858,3.0,0.75,7.807446175248642,3.171293831716716
2029Q1,10.316991786447602,10.0,-0.8074461752486419,0.3790426282559755,0.008911224495110559,0.790778804142561,0.7812854985381728,0.493703149591833,0.24370314959183298,3.0,0.75,7.807446175248642,3.1363123279626075
2029Q2,10.191991786447602,10.0,-0.8074461752486419,0.3924395075794997,0.007253681528776769,0.79049918037028,0.7810709711800787,0.493703149591833,0.24370314959183298,3.0,0.75,7.807446175248642,3.1271621069031705
2029Q3,10.066991786447602,10.0,-0.8074461752486419,0.4009700169835426,0.005904451823628363,0.7909061763444679,0.7813832184914757,0.493703149591833,0.24370314959183298,3.0,0.75,7.807446175248642,3.125364536579589
2029Q4,10.0,10.0,-0.8074461752486419,0.40616271052890834,0.004806187202904038,0.791351716148773,0.7817250366293386,0.38060887483251254,0.13060887483251254,3.0,0.75,7.807446175248642,3.1254647248390657
2030Q1,10.0,10.0,-0.8074461752486419,0.4090981633592692,0.003912206606025559,0.7913968158711617,0.7817596371363552,0.25,0.0,3.0,0.75,7.807446175248642,3.1259388634372485
2030Q2,10.0,10.0,-0.8074461752486419,0.41053526449502586,0.003184511938898693,0.7911966115586317,0.7816060403877823,0.25,0.0,3.0,0.75,7.807446175248642,3.126473932644952
