,pi_L,pi_IPCA,pi_A,pi_e,i_e,meta,pi_star,de_hat,Zel,Yla,selic,i_dif,de,r_focus,rr_trend,hp_ciclo,rp_hat,fpib,fnuci,femp,fcaged
2017Q1,0.19045659730692055,0.5198802461586327,1.7792468847978027,4.666825396825397,9.391879447649469,4.5,-4.139901847093489,-5.288555746063919,-413.6033333333334,20.34666666666666,12.5,9.461747692307693,-4.663555746063919,4.725054050824072,4.29779122809201,0.42726282273206184,-0.1223048126689319,-1.9978038013744595,-6.5510541548639765,-3.765462791546959,-2.858167313355807
2017Q2,0.527329169730506,0.44220878701421995,-0.33232299989662817,4.579836065573771,8.498109312058887,4.5,-2.2308344264929403,1.6475952428374496,-175.94999999999996,3.6799999999999997,10.916666666666666,7.720428205128204,2.2725952428374496,3.918273246485116,4.124168235858365,-0.2058949893732489,-0.5324401465018935,-1.0650555135208606,-6.693991726666667,-3.8611816758211965,-2.3999188167365446
2017Q3,0.25803556584176324,0.9737221901539694,3.3526933893995414,4.306875,7.548494930698152,4.5,-2.8026428089957816,-2.2995670102427335,-2.6700000000000026,-20.156666666666666,8.916666666666666,5.742785641025641,-1.6745670102427335,3.2416199306981524,3.9443534273606438,-0.7027334966624914,-0.28113534779558247,-0.7669844891406683,-6.970642626093536,-3.6566769104058316,-1.8830027206308841
2017Q4,0.325057137503304,0.9494552183266114,2.917675801267272,3.975245901639344,6.969995765404605,4.5,5.887012559824237,1.9517688176397963,5.333333333333333,-0.4199999999999946,7.333333333333333,4.418856923076922,2.5767688176397963,2.994749863765261,3.763576526214632,-0.7688266624493707,0.39433952168896,-0.1971512686413348,-6.575097169171912,-3.384717225417244,-1.6907355885496145
2018Q1,0.15667205119043182,0.2594365754293504,0.8859918186941762,3.9975409836065574,6.839662930173587,4.5,0.39904244672067274,-0.7249278662621617,-5.333333333333333,24.71666666666667,6.75,3.7809917948717953,-0.09992786626216166,2.8421219465670293,3.5866280476007004,-0.7445061010336711,0.46203751208307375,0.39038484134664486,-5.3893236412079375,-3.0871007769271372,-1.760213029283932
2018Q2,1.3398958619045498,2.2288752525132294,4.2582623380750695,4.191746031746032,6.959092489379966,4.5,8.745346806733554,9.962667690780055,-5.333333333333333,36.95333333333334,6.5,2.720194871794872,10.587667690780055,2.767346457633934,3.4178179900351884,-0.6504715324012542,0.9063776958467427,0.25932726338999146,-4.486357637925408,-3.279872297654876,-1.1087767415840517
2018Q3,0.7507554409528661,1.0270371284286428,1.874434137332015,3.781875,7.426655544147847,4.5,6.030487352674321,8.510942244851547,-2.903333333333333,-2.560000000000006,6.5,2.0625251282051282,9.135942244851547,3.644780544147847,3.260991035721289,0.38378950842655835,0.8111929489405383,1.1462535871522732,-5.161138880975969,-3.3250380088603233,-0.5920954494354191
2018Q4,0.5805768664278288,0.15436741834864431,-1.010630805312085,3.863225806451613,7.595787435668911,4.5,-4.072142212456364,-4.288734685781916,33.79333333333333,-36.16666666666667,6.5,2.1739757575757572,-3.6637346857819164,3.7325616292172983,3.119585322154446,0.6129763070628522,0.697232273332498,0.780993543253885,-5.965185977771796,-3.0015018825762905,-0.33069540276233056
2019Q1,1.2504672278234263,1.0396589346850282,0.9318620710595749,4.006229508196721,6.815866181932427,4.25,-3.294479853120585,-1.6176410979980913,58.44666666666666,-37.13,6.5,2.407283854166667,-1.0551410979980913,2.8096366737357057,2.9972788552728677,-0.18764218153716206,0.7986400891100796,0.9626024996997558,-6.374698125902299,-2.7510196796052995,-0.6039930743897912
2019Q2,0.6559399133823751,1.1382443117001317,1.956967184103231,3.6306451612903223,6.65661500077278,4.25,-0.9384894185937409,3.4351233849896126,67.24,-17.36666666666666,6.5,2.4125487179487184,3.9976233849896126,3.0259698394824572,2.898132751206679,0.12783708827577822,0.7599301884530045,1.3567961256990202,-5.643051339252281,-2.924979431098773,-0.256234968644776
2019Q3,0.3919422774519399,0.5425909487747571,0.9579081766243336,3.6004545454545456,5.333064215045734,4.25,-3.913001415477952,0.61156707259049,5.716666666666669,-0.5633333333333287,6.0,2.488289393939394,1.17406707259049,1.7326096695911888,2.8260908497225428,-1.093481180131354,0.996981944576117,1.1810237826578032,-5.790902850692476,-3.122369447686797,0.07726022194560755
2019Q4,1.5051259017951235,1.5106687600567215,1.5577993198062634,3.64234375,4.5491462397330595,4.25,8.823123731070632,3.0831156091514647,-32.37666666666665,0.0,4.833333333333333,1.9938606060606059,3.6456156091514647,0.9068024897330593,2.785176888767294,-1.8783743990342345,1.0919025861616052,1.8146880080014398,-6.192027533234636,-2.569621125140131,0.2002148390927232
2020Q1,0.34152349157841044,0.00888126672082823,-0.35826362022484126,3.5274193548387096,4.360381974343677,4.0,0.9177297359188894,7.6593157124462135,-44.02333333333334,0.0,4.166666666666667,1.4328220512820518,8.159315712446213,0.8329626195049675,2.7787311805501895,-1.945768561045222,2.0001910004392154,-0.7669706865214039,-5.097438831022274,-1.993147396782744,-0.29680308680735834
2020Q2,0.581663011831135,0.04717519415042837,-2.009346740393325,3.065409836065574,2.9520589984403274,4.0,3.67971434670078,18.227264398678734,-15.063333333333329,0.0,3.0,0.06642153846153853,18.727264398678734,-0.11335083762524656,2.8089200532810885,-2.922270890906335,-0.42914313313621033,-10.395529332301066,-18.915819820577802,-3.720082878316269,-4.465091189627401
2020Q3,1.3940487144735725,1.5731443869232864,2.032014349730993,3.0787692307692307,2.5175742642026004,4.0,13.331312734165376,-0.6518590828729183,-12.836666666666671,9.363333333333332,2.0833333333333335,-0.20651666666666646,-0.15185908287291827,-0.5611949665666303,2.8766937298191957,-3.437888696385826,-5.4493871109929195,-3.136887733097467,-6.203312237693041,-5.816387526828041,-4.558334761706419
2020Q4,2.8005560797305096,2.858090048348094,3.0251573936393106,3.6233333333333335,2.7300415165740164,4.0,7.551111269916633,-0.22404029157495575,-25.64333333333333,57.36333333333334,2.0,0.08817384615384594,0.27595970842504425,-0.8932918167593171,2.981176013716898,-3.874467830476215,-6.50764967882502,0.20618398918713865,-2.004304421322203,-5.553100343310071,-3.047600074892671
2021Q1,0.9178352181352212,1.4677480442368385,3.6561659652645018,3.745255737704918,4.069221620044666,3.75,15.69206912562485,1.240610862097948,-24.44666666666667,78.16666666666667,2.25,0.40274999999999994,1.678110862097948,0.3239658823397482,3.119342028091342,-2.795376145751594,-6.467082728305023,0.6321608669146599,-1.4906059370451317,-4.843502828013452,-2.259995095559134
