,selic,i_e,r_hat,h,s_h,pi_L,pi_IPCA,de,de_hat,pi_e,pi_A,rr_IS_total,ipca_4t
2026Q3,15.25,15.05,3.2057875368725712,0.1111230840962146,0.06977926511598452,1.1297079772921714,1.0413119601785539,-1.3746876639455543,-1.6246876639455543,4.0367662878787876,0.75,7.807446175248642,4.3730492404076395
2026Q4,15.25,14.89,3.1938970065695402,-0.1869931122822555,0.056799889481086885,1.0016004525009112,0.943027867158699,0.25,0.0,3.8886568181818184,0.75,7.807446175248642,4.696889401148427
2027Q1,15.25,14.762,3.2140064762665093,-0.41613055864313475,0.04623475812909707,0.9356141648518107,0.8924031872743091,0.25,0.0,3.7405473484848484,0.75,7.807446175248642,4.350388030860565
2027Q2,15.25,14.6596,3.259715945963479,-0.5958731608092501,0.03763480666574006,0.8758566286706297,0.8465572055161071,0.25,0.0,3.592437878787879,0.75,7.807446175248642,3.723300220127669
2027Q3,15.05,14.57768,3.3259054156604497,-0.7403409537118484,0.03063449945629235,0.8163734635254382,0.8009217212167161,0.6399250393469313,0.38992503934693135,3.444328409090909,0.75,7.807446175248642,3.4829099811658315
2027Q4,14.89,14.512144,3.408478885357419,-0.8596941549076309,0.024936292758795865,0.7649204895340519,0.7614469995705246,0.5619400314775465,0.31194003147754645,3.296218939393939,0.75,7.807446175248642,3.3013291135776566
2028Q1,14.762,14.4597152,3.5041595550543887,-0.9612274809975536,0.020297987810754096,0.7164177228166675,0.7242356769449473,0.49955202518203723,0.24955202518203723,3.1481094696969696,0.75,7.807446175248642,3.133161603248295
2028Q2,14.6596,14.41777216,3.6103259847513582,-1.050165448259304,0.01652243632005775,0.6697734000591763,0.6884501525254,0.4496416201456318,0.1996416201456318,3.0,0.75,7.807446175248642,2.975054550257588
2028Q3,14.57768,14.384217728,3.5767715527513575,-1.1302396474904952,0.013449160798378738,0.6500036269944223,0.6732827826301208,0.40971329611650065,0.15971329611650065,3.0,0.75,7.807446175248642,2.8474156116709923
2028Q4,14.512144,14.3573741824,3.5499280071513573,-1.1881863607007561,0.01094753356446982,0.6390637263794366,0.6648896908783039,0.377770636893206,0.127770636893206,3.0,0.75,7.807446175248642,2.750858302978772
2029Q1,14.4597152,14.33589934592,3.5284531706713578,-1.2300708716058917,0.008911224495110559,0.6319420858356211,0.6594259682530885,0.35221650951456135,0.10221650951456135,3.0,0.75,7.807446175248642,2.686048594286913
2029Q2,14.41777216,14.318719476736,3.511273301487358,-1.2603083954180005,0.007253681528776769,0.6270582851440083,0.6556791163624832,0.3317732076116491,0.08177320761164908,3.0,0.75,7.807446175248642,2.6532775581239965
2029Q3,14.384217728,14.318719476736,3.511273301487358,-1.2821100343115333,0.005904451823628363,0.6237848030888904,0.6531677009297967,0.31541856608932134,0.06541856608932134,3.0,0.75,7.807446175248642,2.6331624764236725
2029Q4,14.3573741824,14.318719476736,3.511273301487358,-1.2992862600170216,0.004806187202904038,0.6214283715880976,0.6513598466823884,0.3023348528714564,0.052334852871456394,3.0,0.75,7.807446175248642,2.619632632227757
2030Q1,14.33589934592,14.318719476736,3.511273301487358,-1.312847118082359,0.003912206606025559,0.6196573111404,0.6500010891069149,0.2918678822971637,0.041867882297163705,3.0,0.75,7.807446175248642,2.6102077530815833
2030Q2,14.318719476736,14.318719476736,3.511273301487358,-1.3235754805577753,0.003184511938898693,0.6182968913675733,0.6489573750572022,0.28349430583773166,0.033494305837731664,3.0,0.75,7.807446175248642,2.603486011776302
